,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
753,601–800,University of ReginaCanada,12935,23.4,22%,59 : 41
754,601–800,University of Rennes 1France,28351,18.0,12%,53 : 47
755,601–800,Roskilde UniversityDenmark,6382,18.0,12%,63 : 37
756,601–800,Toronto Metropolitan UniversityCanadaExplore,33694,43.1,4%,55 : 45
757,601–800,Universiti Sains MalaysiaMalaysia,20908,10.7,15%,68 : 32
758,601–800,Saint Petersburg State UniversityRussian Federation,21489,7.4,12%,63 : 37
759,601–800,University of SalamancaSpain,28673,17.6,16%,59 : 41
760,601–800,University of SalentoItaly,12040,29.7,1%,63 : 37
761,601–800,University of Santiago de CompostelaSpain,25455,15.2,8%,61 : 39
762,601–800,University of SassariItaly,12993,24.1,2%,66 : 34
763,601–800,Savitribai Phule Pune UniversityIndia,6056,12.7,2%,58 : 42
764,601–800,Shahid Beheshti University of Medical SciencesIran,12713,9.1,2%,60 : 40
765,601–800,Shandong UniversityChina,45767,14.6,7%,
766,601–800,University of SharjahUnited Arab Emirates,14286,20.8,60%,66 : 34
767,601–800,Université de SherbrookeCanada,15667,12.9,7%,55 : 45
768,601–800,Shiraz University of TechnologyIran,1602,15.9,0%,37 : 63
769,601–800,Sichuan UniversityChinaExplore,64648,13.8,4%,50 : 50
770,601–800,Sidi Mohamed Ben Abdellah UniversityMorocco,90736,57.1,2%,42 : 58
771,601–800,University of South DakotaUnited States,14542,35.1,3%,61 : 39
772,601–800,Southern Cross UniversityAustralia,9064,25.0,25%,63 : 37
773,601–800,University of Southern QueenslandAustralia,12405,25.8,15%,57 : 43
774,601–800,University of SplitCroatia,20043,22.5,2%,
775,601–800,Stevens Institute of TechnologyUnited States,5943,16.7,38%,29 : 71
776,601–800,University of the Sunshine CoastAustraliaExplore,9720,31.3,17%,65 : 35
777,601–800,University of TabrizIran,20360,26.4,0%,47 : 53
778,601–800,Tabriz University of Medical SciencesIran,8047,9.5,0%,50 : 50
779,601–800,University of Technology of CompiègneFrance,4229,15.4,23%,37 : 63
780,601–800,University of TehranIran,53614,24.5,2%,44 : 56
781,601–800,Universiti Teknologi MalaysiaMalaysia,19087,11.2,14%,52 : 48
782,601–800,Universiti Teknologi PetronasMalaysia,6212,15.9,17%,34 : 66
783,601–800,University of Texas at ArlingtonUnited States,28835,25.2,15%,56 : 44
784,601–800,Texas Tech UniversityUnited States,33015,20.6,9%,46 : 54
785,601–800,Thapar Institute of Engineering and TechnologyIndiaExplore,7752,14.8,1%,28 : 72
786,601–800,University of ThessalyGreece,17004,38.9,4%,51 : 49
787,601–800,Tokyo Metropolitan UniversityJapanExplore,9160,13.6,5%,37 : 63
788,601–800,University of ToledoUnited States,18587,15.5,11%,51 : 49
789,601–800,Tomsk Polytechnic UniversityRussian Federation,9121,8.7,28%,34 : 66
790,601–800,University of ToursFrance,27285,21.2,11%,60 : 40
791,601–800,TU BraunschweigGermany,20020,10.4,14%,38 : 62
792,601–800,University of UlsanSouth Korea,12730,11.5,3%,46 : 54
793,601–800,Ulster UniversityUnited Kingdom,17817,17.1,8%,55 : 45
794,601–800,University of WarsawPoland,50484,14.0,10%,64 : 36
795,601–800,Waseda UniversityJapan,48839,14.1,10%,38 : 62
796,601–800,University of the West of EnglandUnited Kingdom,21737,18.3,21%,53 : 47
797,601–800,University of the Western CapeSouth Africa,21999,30.5,8%,61 : 39
798,601–800,Western Washington UniversityUnited States,13726,17.7,1%,57 : 43
799,601–800,University of WestminsterUnited Kingdom,16401,17.4,46%,60 : 40
800,601–800,West Virginia UniversityUnited States,25966,18.5,8%,48 : 52
801,601–800,University of WindsorCanada,13140,29.0,23%,51 : 49
802,601–800,Worcester Polytechnic InstituteUnited States,5733,12.7,22%,34 : 66
803,801–1000,Acharya Nagarjuna UniversityIndia,4792,12.5,6%,36 : 64
804,801–1000,University of A CoruñaSpain,14962,11.4,3%,52 : 48
805,801–1000,"Adam Mickiewicz University, PoznańPoland",37634,14.2,2%,69 : 31
806,801–1000,University of the AegeanGreece,13040,41.3,1%,57 : 43
807,801–1000,"University of Agriculture, FaisalabadPakistan",24440,35.4,0%,44 : 56
808,801–1000,Aichi Medical UniversityJapan,1288,2.8,1%,58 : 42
809,801–1000,Ain Shams UniversityEgypt,179636,16.9,3%,54 : 46
810,801–1000,Ajou UniversitySouth Korea,9906,11.3,7%,
811,801–1000,Al-Balqa Applied UniversityJordan,33918,31.3,4%,55 : 45
812,801–1000,University of AlgarvePortugal,7780,12.9,16%,58 : 42
813,801–1000,University of AlicanteSpain,27207,18.4,9%,58 : 42
814,801–1000,Aligarh Muslim UniversityIndia,18783,13.5,2%,38 : 62
815,801–1000,American University in CairoEgypt,5936,13.7,5%,55 : 45
816,801–1000,American University of SharjahUnited Arab Emirates,5652,14.0,83%,46 : 54
817,801–1000,"Asia University, TaiwanTaiwan",11779,29.8,5%,61 : 39
818,801–1000,Athens University of Economics and BusinessGreece,9678,44.4,5%,47 : 53
819,801–1000,Atılım UniversityTurkeyExplore,9862,16.8,6%,47 : 53
820,801–1000,Babeş-Bolyai UniversityRomania,37168,24.6,4%,64 : 36
821,801–1000,University of BaghdadIraq,66399,10.4,0%,59 : 41
822,801–1000,Bauman Moscow State Technical UniversityRussian Federation,19785,4.8,8%,28 : 72
823,801–1000,University of BedfordshireUnited Kingdom,10808,20.0,34%,62 : 38
824,801–1000,Beijing Jiaotong UniversityChina,26457,14.0,8%,
825,801–1000,University of BéjaïaAlgeria,43026,25.4,0%,60 : 40
826,801–1000,Benha UniversityEgypt,97843,30.5,5%,38 : 62
827,801–1000,Birmingham City UniversityUnited Kingdom,19975,18.1,23%,62 : 38
828,801–1000,University of BradfordUnited Kingdom,8917,17.7,28%,56 : 44
829,801–1000,University of BrasíliaBrazil,44074,15.2,2%,51 : 49
830,801–1000,Bucharest University of Economic StudiesRomania,22022,14.8,3%,71 : 29
831,801–1000,University of CadizSpain,19288,19.1,8%,55 : 45
832,801–1000,Capital Medical UniversityChina,13178,6.8,5%,69 : 31
833,801–1000,Cardiff Metropolitan UniversityUnited Kingdom,8661,16.5,17%,55 : 45
834,801–1000,Carlos III University of MadridSpainExplore,17265,11.0,15%,43 : 57
835,801–1000,University of Castilla-La ManchaSpain,23530,13.8,6%,56 : 44
836,801–1000,University of Central LancashireUnited Kingdom,18824,16.5,18%,58 : 42
837,801–1000,Chang Gung UniversityTaiwan,7556,12.3,5%,46 : 54
838,801–1000,Chiba UniversityJapan,13764,9.8,5%,38 : 62
839,801–1000,University of ChileChile,35447,15.0,6%,47 : 53
840,801–1000,"China University of Geosciences, BeijingChina",17752,15.2,1%,35 : 65
841,801–1000,"China University of Geosciences, WuhanChina",28934,16.7,4%,
842,801–1000,China University of Mining and TechnologyChina,47225,18.6,2%,32 : 68
843,801–1000,China Pharmaceutical UniversityChina,16144,18.0,3%,
844,801–1000,Chongqing UniversityChinaExplore,44394,16.0,4%,
845,801–1000,Chonnam National UniversitySouth KoreaExplore,22469,16.9,6%,49 : 51
846,801–1000,Chulalongkorn UniversityThailandExplore,38531,14.0,4%,59 : 41
847,801–1000,University of CórdobaSpain,17406,15.1,8%,56 : 44
848,801–1000,Czech Technical University in PragueCzech Republic,19499,10.6,19%,31 : 69
849,801–1000,University of DebrecenHungaryExplore,26771,11.9,18%,55 : 45
850,801–1000,University of DerbyUnited Kingdom,13502,15.2,13%,56 : 44
851,801–1000,University of DeustoSpain,9209,21.8,11%,60 : 40
852,801–1000,Eastern Mediterranean UniversityNorthern CyprusExplore,18865,27.1,83%,41 : 59
853,801–1000,University of East LondonUnited Kingdom,10302,17.2,30%,63 : 37
854,801–1000,Edinburgh Napier UniversityUnited Kingdom,10668,18.8,33%,55 : 45
855,801–1000,Embry-Riddle Aeronautical UniversityUnited States,16340,16.8,9%,18 : 82
856,801–1000,Universidade Estadual Paulista (Unesp)Brazil,39577,13.0,2%,51 : 49
857,801–1000,University of ÉvoraPortugal,6442,12.4,12%,54 : 46
858,801–1000,Federal University of PelotasBrazil,23198,17.4,0%,57 : 43
859,801–1000,Federal University of Rio de JaneiroBrazil,48675,12.3,2%,53 : 47
860,801–1000,Federico Santa María Technical UniversityChileExplore,19067,27.3,3%,24 : 76
861,801–1000,Ferdowsi University of MashhadIran,23992,29.5,5%,57 : 43
862,801–1000,Florida Atlantic UniversityUnited States,23658,18.3,10%,60 : 40
863,801–1000,Florida Institute of TechnologyUnited States,5344,14.1,33%,34 : 66
864,801–1000,University of La FronteraChile,10437,24.6,1%,49 : 51
865,801–1000,Fu Jen Catholic UniversityTaiwan,20450,20.7,9%,60 : 40
866,801–1000,Fuzhou UniversityChina,34979,15.9,2%,42 : 58
867,801–1000,Gdańsk University of TechnologyPoland,16834,14.8,4%,41 : 59
868,801–1000,University of GhanaGhana,36819,28.7,1%,45 : 55
869,801–1000,Guangdong University of TechnologyChina,43815,19.7,0%,30 : 70
870,801–1000,Hamamatsu University School of MedicineJapan,1210,3.8,1%,49 : 51
871,801–1000,Hanoi University of Science and TechnologyVietnam,32161,21.4,1%,23 : 77
872,801–1000,Hyogo College of MedicineJapan,888,2.0,1%,36 : 64
873,801–1000,Ilmenau University of TechnologyGermany,5807,17.7,22%,27 : 73
874,801–1000,Indian Institute of Science Education and Research KolkataIndia,1335,11.8,0%,26 : 74
875,801–1000,Indian Institute of Technology (Indian School of Mines) DhanbadIndia,7833,25.1,1%,15 : 85
876,801–1000,Indian Institute of Technology PatnaIndia,1387,12.6,0%,11 : 89
877,801–1000,Inha UniversitySouth Korea,19196,23.5,6%,39 : 61
878,801–1000,"International Islamic University, IslamabadPakistan",30614,19.7,8%,50 : 50
879,801–1000,University of IsfahanIran,13782,20.9,1%,61 : 39
880,801–1000,Isfahan University of Medical SciencesIran,11340,12.3,1%,62 : 38
881,801–1000,Istanbul UniversityTurkey,122002,59.7,6%,51 : 49
882,801–1000,Jadavpur UniversityIndia,11528,18.4,1%,32 : 68
883,801–1000,University of JaénSpain,16782,20.4,10%,55 : 45
884,801–1000,Jeonbuk National UniversitySouth KoreaExplore,20601,20.7,5%,45 : 55
885,801–1000,Jiangsu UniversityChina,35335,9.5,5%,42 : 58
886,801–1000,Jilin UniversityChinaExplore,70450,10.8,3%,47 : 53
887,801–1000,Jinan UniversityChinaExplore,34904,14.0,34%,60 : 40
888,801–1000,The University of JordanJordan,30495,16.9,16%,66 : 34
889,801–1000,Juntendo UniversityJapan,4653,3.8,2%,53 : 47
890,801–1000,Kanazawa UniversityJapan,10420,9.8,5%,37 : 63
891,801–1000,Kaohsiung Medical UniversityTaiwan,6881,12.2,7%,56 : 44
892,801–1000,Karabük UniversityTurkey,52191,53.1,12%,47 : 53
893,801–1000,Karlstad UniversitySweden,8552,12.8,%,63 : 37
894,801–1000,Kingston UniversityUnited Kingdom,15700,17.6,36%,57 : 43
895,801–1000,K.N. Toosi University of TechnologyIran,6582,22.3,1%,35 : 65
896,801–1000,Kumamoto UniversityJapan,10032,7.6,7%,38 : 62
897,801–1000,University of KurdistanIran,9441,28.9,1%,54 : 46
898,801–1000,Kuwait UniversityKuwaitExplore,36551,23.6,15%,75 : 25
899,801–1000,Kyoto Prefectural University of MedicineJapan,1330,3.4,1%,46 : 54
900,801–1000,Kyungpook National UniversitySouth KoreaExplore,24155,23.5,6%,43 : 57
901,801–1000,University of LagosNigeria,34056,20.3,0%,46 : 54
902,801–1000,Lahore University of Management SciencesPakistanExplore,3859,14.6,1%,41 : 59
903,801–1000,University of Las Palmas de Gran CanariaSpain,18714,17.1,7%,56 : 44
904,801–1000,University of LatviaLatvia,12367,33.1,6%,70 : 30
905,801–1000,Lebanese American UniversityLebanon,7866,13.4,18%,50 : 50
906,801–1000,Leeds Beckett UniversityUnited Kingdom,19726,19.5,12%,51 : 49
907,801–1000,Louisiana Tech UniversityUnited States,11210,22.6,4%,46 : 54
908,801–1000,Lviv Polytechnic National UniversityUkraine,21560,10.5,1%,41 : 59
909,801–1000,University of MalagaSpain,35654,12.9,9%,53 : 47
910,801–1000,University of MariborSlovenia,12124,13.6,5%,55 : 45
911,801–1000,Marquette UniversityUnited States,10472,12.0,4%,53 : 47
912,801–1000,University of MazandaranIran,12942,33.7,2%,65 : 35
913,801–1000,Mississippi State UniversityUnited States,26121,19.0,3%,51 : 49
914,801–1000,University of MurciaSpain,27662,16.3,7%,66 : 34
915,801–1000,Muroran Institute of TechnologyJapanExplore,3365,17.5,4%,11 : 89
916,801–1000,University of NairobiKenya,69456,39.3,1%,36 : 64
917,801–1000,Nanjing Agricultural UniversityChina,25963,15.9,3%,56 : 44
918,801–1000,Nanjing Tech UniversityChinaExplore,33175,13.9,2%,
919,801–1000,National Central UniversityTaiwan,10838,9.4,10%,35 : 65
920,801–1000,National Chengchi UniversityTaiwan,13558,15.6,16%,57 : 43
921,801–1000,National Dong Hwa UniversityTaiwanExplore,10269,18.1,9%,51 : 49
922,801–1000,National Institute of Technology RourkelaIndia,5851,18.8,4%,18 : 82
923,801–1000,"National Institute of Technology, TiruchirappalliIndia",6081,19.1,8%,20 : 80
924,801–1000,National University of Sciences and TechnologyPakistan,10645,8.1,3%,33 : 67
925,801–1000,National Sun Yat-Sen UniversityTaiwan,9190,13.2,6%,39 : 61
926,801–1000,National Taipei University of TechnologyTaiwanExplore,9994,15.9,8%,27 : 73
927,801–1000,The New SchoolUnited States,10434,9.4,35%,71 : 29
928,801–1000,Niigata UniversityJapanExplore,12158,7.9,2%,38 : 62
929,801–1000,Normandy UniversityFrance,68013,20.3,11%,55 : 45
930,801–1000,"Northeastern University, ChinaChina",36015,14.5,4%,
931,801–1000,Northeast Normal UniversityChina,25425,14.7,2%,73 : 27
932,801–1000,University of Northern British Columbia (UNBC)Canada,2733,14.0,8%,62 : 38
933,801–1000,Northwest UniversityChina,24237,14.8,4%,55 : 45
934,801–1000,NorthWest A&F UniversityChina,29327,15.3,1%,51 : 49
935,801–1000,Okayama UniversityJapan,13099,8.0,8%,39 : 61
936,801–1000,Osaka City UniversityJapan,8279,8.9,4%,36 : 64
937,801–1000,Osmania UniversityIndia,12454,17.8,2%,31 : 69
938,801–1000,Pablo de Olavide UniversitySpain,12113,14.4,18%,59 : 41
939,801–1000,University of PatrasGreece,25580,27.6,5%,48 : 52
940,801–1000,University of PécsHungaryExplore,16859,11.3,22%,56 : 44
941,801–1000,Polytechnic Institute of PortoPortugal,18511,17.1,6%,47 : 53
942,801–1000,Polytechnic University of ValenciaSpain,21119,10.0,14%,38 : 62
943,801–1000,Pondicherry UniversityIndia,6107,17.2,1%,42 : 58
944,801–1000,Pontifical Catholic University of PeruPeru,24984,7.5,3%,47 : 53
945,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,16750,22.8,0%,50 : 50
946,801–1000,University of Puerto RicoPuerto Rico,49713,13.9,1%,58 : 42
947,801–1000,University of the PunjabPakistan,27907,26.9,0%,52 : 48
948,801–1000,University Rey Juan CarlosSpain,42079,25.2,11%,58 : 42
949,801–1000,Rikkyo UniversityJapan,20183,14.1,4%,53 : 47
950,801–1000,Rochester Institute of TechnologyUnited States,13996,15.7,18%,36 : 64
951,801–1000,University of RoehamptonUnited Kingdom,7665,16.3,28%,71 : 29
952,801–1000,RUDN UniversityRussian Federation,19803,11.6,29%,60 : 40
953,801–1000,Université Saint-Joseph de BeyrouthLebanon,7566,19.4,5%,63 : 37
954,801–1000,Saint-Petersburg Mining UniversityRussian Federation,7298,11.1,11%,40 : 60
955,801–1000,University of SalfordUnited Kingdom,15356,17.0,22%,52 : 48
956,801–1000,Sapporo Medical UniversityJapan,1336,3.5,0%,42 : 58
957,801–1000,University of Science and Technology BeijingChina,24232,14.7,4%,37 : 63
958,801–1000,University of SeoulSouth Korea,8807,16.6,5%,
959,801–1000,University of SevilleSpain,62811,20.6,6%,53 : 47
960,801–1000,Shahid Beheshti UniversityIran,18403,21.4,2%,51 : 49
961,801–1000,Shanghai UniversityChina,36637,11.3,6%,49 : 51
962,801–1000,Shanghai University of Finance and Economics (SUFE)China,15130,14.5,5%,
963,801–1000,Shanghai Maritime UniversityChina,23789,17.9,3%,38 : 62
964,801–1000,Shantou UniversityChina,10305,11.7,1%,50 : 50
965,801–1000,Sheffield Hallam UniversityUnited Kingdom,25119,17.0,13%,55 : 45
966,801–1000,Shiraz UniversityIran,14286,20.6,0%,49 : 51
967,801–1000,Sogang UniversitySouth Korea,9559,22.9,11%,45 : 55
968,801–1000,University of South Bohemia in České BudějoviceCzech Republic,9738,15.2,5%,70 : 30
969,801–1000,Southwestern University of Finance and EconomicsChina,22283,15.9,2%,63 : 37
970,801–1000,Sri Venkateswara UniversityIndia,7832,15.5,0%,41 : 59
971,801–1000,Staffordshire UniversityUnited KingdomExplore,8558,14.8,12%,49 : 51
972,801–1000,St Marianna University School of MedicineJapan,846,1.0,1%,36 : 64
973,801–1000,Sultan Qaboos UniversityOman,6823,7.4,4%,50 : 50
974,801–1000,University of SzegedHungary,19700,12.5,16%,57 : 43
975,801–1000,Tallinn UniversityEstonia,7681,27.2,12%,73 : 27
976,801–1000,Tallinn University of TechnologyEstonia,9895,21.8,14%,43 : 57
977,801–1000,Tanta UniversityEgypt,128995,23.6,1%,53 : 47
978,801–1000,Technical University of MadridSpain,40592,14.0,13%,32 : 68
979,801–1000,Technological University DublinIreland,14904,20.0,20%,43 : 57
980,801–1000,Teesside UniversityUnited Kingdom,11919,18.3,11%,56 : 44
981,801–1000,Universiti Tenaga Nasional (UNITEN)Malaysia,6780,16.1,6%,38 : 62
982,801–1000,University of Texas at El PasoUnited States,17089,23.2,8%,53 : 47
983,801–1000,Tezpur UniversityIndia,3904,14.0,1%,42 : 58
984,801–1000,Tokyo University of Agriculture and TechnologyJapan,5766,14.8,6%,30 : 70
985,801–1000,Tokyo Medical UniversityJapan,1350,1.6,1%,52 : 48
986,801–1000,Tokyo University of ScienceJapanExplore,18490,24.4,2%,23 : 77
987,801–1000,University of Trás-os-Montes and Alto DouroPortugal,6793,12.1,4%,54 : 46
988,801–1000,Tshwane University of TechnologySouth Africa,45992,39.4,2%,52 : 48
989,801–1000,Universiti Utara MalaysiaMalaysia,12871,11.7,25%,65 : 35
990,801–1000,"Vietnam National University, HanoiVietnam",32944,13.4,1%,54 : 46
991,801–1000,University of VigoSpain,18652,16.4,5%,50 : 50
992,801–1000,Vilnius UniversityLithuania,16216,10.8,9%,65 : 35
993,801–1000,VIT UniversityIndia,33380,19.9,1%,25 : 75
994,801–1000,University of WolverhamptonUnited Kingdom,15687,20.4,21%,61 : 39
995,801–1000,Wuhan University of TechnologyChina,51684,14.0,3%,30 : 70
996,801–1000,Xiangtan UniversityChinaExplore,31340,21.2,1%,53 : 47
997,801–1000,Xidian UniversityChina,34140,17.1,3%,29 : 71
998,801–1000,Yangzhou UniversityChinaExplore,36880,15.1,3%,55 : 45
999,801–1000,Yeungnam UniversitySouth Korea,20135,14.8,5%,50 : 50
1000,801–1000,University of ZaragozaSpain,28211,10.3,6%,54 : 46
1001,1001+,University of Abou Bekr Belkaïd TlemcenAlgeria,43446,24.5,1%,67 : 33
1002,1001+,Acıbadem UniversityTurkey,2342,4.3,2%,74 : 26
1003,1001+,AGH University of Science and TechnologyPoland,28620,13.0,2%,
1004,1001+,Akdeniz UniversityTurkey,42862,35.9,1%,45 : 55
1005,1001+,Akita UniversityJapan,4942,9.8,4%,35 : 65
1006,1001+,Al-Azhar UniversityEgypt,342151,32.6,6%,45 : 55
1007,1001+,Alexandria UniversityEgypt,182129,27.4,3%,54 : 46
1008,1001+,Alexandru Ioan Cuza UniversityRomania,23124,18.1,6%,63 : 37
1009,1001+,Al-Farabi Kazakh National UniversityKazakhstan,21138,5.6,11%,55 : 45
1010,1001+,University of AlmeríaSpain,12913,18.4,12%,56 : 44
1011,1001+,Alzahra UniversityIran,10110,22.5,1%,100 : 0
1012,1001+,Amity UniversityIndia,29623,15.0,4%,46 : 54
1013,1001+,Anadolu UniversityTurkey,830104,493.5,1%,37 : 63
1014,1001+,"University of the Andes, ChileChile",8402,14.4,2%,59 : 41
1015,1001+,"University of the Andes, VenezuelaVenezuela",42198,16.8,0%,58 : 42
1016,1001+,Andhra UniversityIndia,9785,16.6,2%,51 : 49
1017,1001+,Universidad Andrés Bello (UNAB)Chile,44327,21.8,1%,53 : 47
1018,1001+,Ankara UniversityTurkey,69737,19.1,4%,50 : 50
1019,1001+,Anna UniversityIndia,14428,15.6,1%,45 : 55
1020,1001+,Annamalai UniversityIndia,23098,14.1,2%,49 : 51
1021,1001+,University of AntioquiaColombia,41389,24.0,0%,51 : 49
1022,1001+,Aoyama Gakuin UniversityJapan,19143,11.4,3%,49 : 51
1023,1001+,Assiut UniversityEgypt,87471,19.7,1%,45 : 55
1024,1001+,Austral University of ChileChile,15575,17.7,2%,50 : 50
1025,1001+,Universidad Autónoma del Estado de HidalgoMexico,34995,18.2,1%,57 : 43
1026,1001+,Universidad Autónoma del Estado de Mexico (UAEMex)Mexico,57588,22.2,1%,58 : 42
1027,1001+,Universidad Autónoma de Nuevo León (UANL)Mexico,207520,54.1,0%,
1028,1001+,Universidad Autónoma de QuerétaroMexico,22058,39.9,1%,56 : 44
1029,1001+,Universidad Autónoma de YucatánMexico,15206,13.6,0%,50 : 50
1030,1001+,Autonomous University of Baja CaliforniaMexicoExplore,59507,17.7,2%,53 : 47
1031,1001+,Autonomous University of San Luis PotosiMexico,32012,9.5,1%,51 : 49
1032,1001+,Autonomous University of SinaloaMexicoExplore,72792,21.5,0%,52 : 48
1033,1001+,Azarbaijan Shahid Madani UniversityIran,6329,23.9,0%,62 : 38
1034,1001+,Bahauddin Zakariya UniversityPakistan,28135,34.5,0%,43 : 57
1035,1001+,Bahçeşehir UniversityTurkey,16458,38.3,12%,48 : 52
1036,1001+,Banasthali UniversityIndiaExplore,10355,19.1,4%,95 : 5
1037,1001+,Bandung Institute of Technology (ITB)Indonesia,17382,10.5,2%,41 : 59
1038,1001+,Bashkir State UniversityRussian Federation,15236,11.1,3%,63 : 37
1039,1001+,Başkent UniversityTurkey,12516,11.0,0%,53 : 47
1040,1001+,Belarusian State UniversityBelarus,27101,8.4,9%,55 : 45
1041,1001+,Belgorod State National Research UniversityRussian Federation,13175,13.4,18%,65 : 35
1042,1001+,Benemérita Universidad Autónoma de PueblaMexico,69982,33.2,1%,53 : 47
1043,1001+,University of Bío-BíoChile,12955,24.7,1%,42 : 58
1044,1001+,University of BirjandIran,11000,24.4,1%,64 : 36
1045,1001+,"Birla Institute of Technology and Science, PilaniIndia",13535,17.4,1%,20 : 80
1046,1001+,University of BiskraAlgeria,34037,24.5,1%,60 : 40
1047,1001+,University of BrawijayaIndonesia,52975,18.9,1%,54 : 46
1048,1001+,Brno University of TechnologyCzech Republic,20275,19.6,22%,29 : 71
1049,1001+,Bu-Ali Sina UniversityIran,11609,26.3,1%,53 : 47
1050,1001+,University of BucharestRomania,30192,17.5,2%,68 : 32
1051,1001+,Budapest University of Technology and EconomicsHungary,18219,16.9,7%,33 : 67
1052,1001+,University of BurgosSpain,7369,13.4,3%,53 : 47
1053,1001+,"California State University, Long BeachUnited States",30595,19.7,4%,58 : 42
1054,1001+,Canterbury Christ Church UniversityUnited Kingdom,11386,16.9,12%,68 : 32
1055,1001+,Technical University of CartagenaSpain,4749,10.6,6%,27 : 73
1056,1001+,University of CarthageTunisia,32088,10.1,1%,67 : 33
1057,1001+,Catholic University of the NorthChile,11871,19.6,2%,46 : 54
1058,1001+,University of Caxias do SulBrazil,17101,24.9,0%,54 : 46
1059,1001+,Ceará State UniversityBrazil,20174,17.8,0%,55 : 45
1060,1001+,University of Cergy-PontoiseFrance,14867,16.3,16%,57 : 43
1061,1001+,Chaoyang University of TechnologyTaiwan,16787,41.9,8%,56 : 44
1062,1001+,"University of Chemistry and Technology, PragueCzech Republic",4285,9.8,20%,62 : 38
1063,1001+,University of ChesterUnited Kingdom,10915,19.5,11%,67 : 33
1064,1001+,Chiang Mai UniversityThailand,35013,15.5,2%,62 : 38
1065,1001+,Chiba Institute of TechnologyJapan,9763,30.4,1%,13 : 87
1066,1001+,Chubu UniversityJapan,12533,24.1,1%,26 : 74
1067,1001+,Chungnam National UniversitySouth Korea,21908,19.9,4%,45 : 55
1068,1001+,Chung Yuan Christian UniversityTaiwan,15926,32.9,11%,44 : 56
1069,1001+,Chuo UniversityJapan,26302,37.2,4%,36 : 64
1070,1001+,Cochin University of Science and TechnologyIndia,8271,18.5,0%,36 : 64
1071,1001+,University of ColomboSri Lanka,22322,29.6,1%,61 : 39
1072,1001+,Comenius University in BratislavaSlovakia,20056,9.8,14%,67 : 33
1073,1001+,University of ConcepciónChile,27640,17.4,1%,51 : 49
1074,1001+,Corvinus University of BudapestHungary,11023,23.2,15%,54 : 46
1075,1001+,Cukurova UniversityTurkey,42418,19.6,3%,39 : 61
1076,1001+,Czech University of Life Sciences Prague (CZU)Czech Republic,17065,20.4,20%,53 : 47
1077,1001+,University of Dar es SalaamTanzania,30139,19.1,0%,32 : 68
1078,1001+,De La Salle UniversityPhilippinesExplore,15604,17.8,3%,50 : 50
1079,1001+,Delhi Technological UniversityIndia,8242,23.3,0%,16 : 84
1080,1001+,Del Rosario UniversityColombia,10339,12.9,1%,61 : 39
1081,1001+,Democritus University of ThraceGreece,30414,49.8,3%,54 : 46
1082,1001+,University of DhakaBangladesh,34108,15.6,0%,42 : 58
1083,1001+,Dokuz Eylül UniversityTurkey,62844,19.3,2%,47 : 53
1084,1001+,Doshisha UniversityJapan,28309,18.8,4%,41 : 59
1085,1001+,Prague University of Economics and BusinessCzech Republic,14011,28.1,23%,54 : 46
1086,1001+,Edge Hill UniversityUnited Kingdom,12185,15.5,5%,68 : 32
1087,1001+,Ege UniversityTurkey,46056,21.0,3%,50 : 50
1088,1001+,Ehime UniversityJapan,9333,13.1,2%,38 : 62
1089,1001+,The University of Electro-CommunicationsJapan,4813,15.1,5%,12 : 88
1090,1001+,University of Engineering & Technology (UET) LahorePakistan,14654,14.5,2%,24 : 76
1091,1001+,Erciyes UniversityTurkey,39178,29.1,3%,46 : 54
1092,1001+,Universidade do Estado do Rio de Janeiro (UERJ)Brazil,22879,8.9,0%,57 : 43
1093,1001+,Universidade do Estado de Santa CatarinaBrazil,12922,11.9,1%,52 : 48
1094,1001+,Universidade Estadual de MaringáBrazil,22620,12.5,1%,58 : 42
1095,1001+,Universidade Estadual do Oeste do Paraná (Unioeste)Brazil,11927,9.1,0%,59 : 41
1096,1001+,Far Eastern Federal UniversityRussian Federation,15601,10.3,19%,
1097,1001+,Fayoum UniversityEgypt,33084,14.1,1%,39 : 61
1098,1001+,Universidade Federal do ABC (UFABC)Brazil,14422,20.9,1%,41 : 59
1099,1001+,Federal University of AlagoasBrazil,24077,13.2,0%,
1100,1001+,Universidade Federal da BahiaBrazil,40848,15.9,0%,53 : 47
1101,1001+,Universidade Federal do Ceará (UFC)Brazil,34676,17.2,1%,46 : 54
1102,1001+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)Brazil,3621,10.7,2%,
1103,1001+,Federal University of Espírito SantoBrazil,24924,13.3,1%,59 : 41
1104,1001+,Federal University of GoiásBrazil,34158,13.4,1%,50 : 50
1105,1001+,Federal University of ItajubáBrazil,9449,18.6,1%,29 : 71
1106,1001+,Federal University of LavrasBrazil,14024,19.4,1%,50 : 50
1107,1001+,Federal University of Mato Grosso do SulBrazil,25018,18.0,0%,49 : 51
1108,1001+,Universidade Federal de Ouro Preto (UFOP)Brazil,13823,16.3,1%,53 : 47
1109,1001+,Federal University of ParáBrazil,48114,19.6,0%,44 : 56
1110,1001+,Universidade Federal do Paraná (UFPR)Brazil,34528,14.2,0%,49 : 51
1111,1001+,Federal University of PernambucoBrazil,34072,12.8,1%,50 : 50
