,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
0,1,University of OxfordUnited Kingdom,20774,11.1,41%,46 : 54
1,2,Stanford UniversityUnited States,16223,7.4,23%,44 : 56
2,3,Harvard UniversityUnited States,21261,9.3,25%,49 : 51
3,4,California Institute of TechnologyUnited States,2238,6.3,33%,36 : 64
4,5,Massachusetts Institute of TechnologyUnited States,11276,8.4,34%,39 : 61
5,6,University of CambridgeUnited Kingdom,19370,11.0,38%,47 : 53
6,7,"University of California, BerkeleyUnited States",39918,19.8,17%,51 : 49
7,8,Yale UniversityUnited States,12910,6.0,20%,50 : 50
8,9,Princeton UniversityUnited States,8091,8.0,23%,46 : 54
9,10,The University of ChicagoUnited States,14292,5.9,31%,46 : 54
10,11,Imperial College LondonUnited Kingdom,17176,11.6,58%,39 : 61
11,12,Johns Hopkins UniversityUnited States,16432,4.4,27%,52 : 48
12,13,University of PennsylvaniaUnited States,20771,6.4,21%,52 : 48
13,14,ETH ZurichSwitzerland,19632,13.1,40%,32 : 68
14,15,"University of California, Los AngelesUnited States",41673,10.0,17%,55 : 45
15,16,UCLUnited Kingdom,34590,10.8,55%,57 : 43
16,17,Columbia UniversityUnited States,27384,5.7,39%,
17,18,University of TorontoCanadaExplore,74502,20.0,22%,59 : 41
18,19,Cornell UniversityUnited States,23016,10.2,25%,50 : 50
19,=20,Duke UniversityUnited States,15489,4.3,21%,49 : 51
20,=20,Tsinghua UniversityChinaExplore,37484,11.6,13%,34 : 66
21,22,University of Michigan-Ann ArborUnited States,43873,8.3,17%,50 : 50
22,23,Peking UniversityChinaExplore,38583,11.1,16%,43 : 57
23,24,Northwestern UniversityUnited States,18529,13.0,19%,49 : 51
24,25,National University of SingaporeSingaporeExplore,30943,18.0,26%,50 : 50
25,26,New York UniversityUnited States,44474,8.8,34%,57 : 43
26,27,London School of Economics and Political ScienceUnited Kingdom,10660,12.0,72%,54 : 46
27,28,Carnegie Mellon UniversityUnited States,14058,13.7,48%,43 : 57
28,29,University of WashingtonUnited States,46258,10.7,17%,53 : 47
29,30,University of EdinburghUnited Kingdom,30649,12.1,42%,60 : 40
30,31,University of MelbourneAustralia,50094,27.0,48%,57 : 43
31,32,LMU MunichGermanyExplore,34249,33.6,17%,61 : 39
32,33,"University of California, San DiegoUnited States",34232,12.0,30%,47 : 53
33,34,University of British ColumbiaCanada,53123,18.7,32%,55 : 45
34,35,King’s College LondonUnited Kingdom,27400,12.4,46%,62 : 38
35,=36,Karolinska InstituteSweden,7696,8.8,26%,68 : 32
36,=36,The University of TokyoJapan,25935,10.6,13%,
37,38,Georgia Institute of TechnologyUnited States,26043,23.6,27%,33 : 67
38,39,University of Hong KongHong Kong,18135,18.2,43%,54 : 46
39,40,McGill UniversityCanada,31578,12.8,31%,59 : 41
40,41,Technical University of MunichGermany,32377,39.8,31%,36 : 64
41,42,Heidelberg UniversityGermany,20020,14.5,18%,54 : 46
42,43,École Polytechnique Fédérale de LausanneSwitzerland,10942,12.2,60%,29 : 71
43,44,University of Texas at AustinUnited States,49510,16.9,10%,52 : 48
44,45,KU LeuvenBelgiumExplore,45617,36.1,15%,50 : 50
45,46,Paris Sciences et Lettres – PSL Research University ParisFrance,20701,14.7,24%,46 : 54
46,47,"Nanyang Technological University, SingaporeSingapore",23902,14.8,25%,48 : 52
47,48,University of Illinois at Urbana-ChampaignUnited States,45980,17.8,24%,48 : 52
48,49,University of Wisconsin-MadisonUnited States,39451,9.8,13%,
49,50,Washington University in St LouisUnited States,13693,7.5,21%,
50,=51,University of ManchesterUnited KingdomExplore,36557,14.4,41%,53 : 47
51,=51,University of SydneyAustralia,46453,19.4,43%,58 : 42
52,53,University of Southern CaliforniaUnited States,41953,13.0,23%,49 : 51
53,=54,Boston UniversityUnited States,26510,11.1,28%,59 : 41
54,=54,Kyoto UniversityJapan,22935,9.3,11%,25 : 75
55,=56,Chinese University of Hong KongHong KongExplore,18675,19.3,33%,
56,=56,The Hong Kong University of Science and TechnologyHong KongExplore,9976,21.6,30%,
57,=56,University of North Carolina at Chapel HillUnited States,30956,8.2,8%,58 : 42
58,59,Australian National UniversityAustralia,18801,17.8,47%,53 : 47
59,60,Seoul National UniversitySouth Korea,26757,15.1,11%,
60,61,Brown UniversityUnited States,9695,10.8,20%,
61,=62,The University of QueenslandAustraliaExplore,40389,35.5,38%,55 : 45
62,=62,Wageningen University & ResearchNetherlands,14356,21.0,27%,54 : 46
63,=64,"University of California, DavisUnited States",36395,13.6,17%,58 : 42
64,=64,Monash UniversityAustralia,57406,41.7,43%,57 : 43
65,66,University of AmsterdamNetherlandsExplore,24747,12.8,24%,57 : 43
66,67,UNSW SydneyAustraliaExplore,46234,41.0,44%,47 : 53
67,68,"University of California, Santa BarbaraUnited States",24780,28.2,18%,53 : 47
68,69,McMaster UniversityCanadaExplore,25285,30.5,18%,55 : 45
69,=70,Fudan UniversityChina,32597,11.2,13%,52 : 48
70,=70,Leiden UniversityNetherlandsExplore,30178,19.0,18%,59 : 41
71,72,Erasmus University RotterdamNetherlandsExplore,26453,26.8,22%,50 : 50
72,=73,University of MontrealCanadaExplore,36774,20.2,21%,
73,=73,University of ZurichSwitzerland,22960,14.8,21%,57 : 43
74,=75,Charité - Universitätsmedizin BerlinGermany,7431,17.4,20%,65 : 35
75,=75,Utrecht UniversityNetherlandsExplore,32022,14.0,10%,58 : 42
76,77,University of WarwickUnited Kingdom,21777,13.3,41%,49 : 51
77,=78,Delft University of TechnologyNetherlands,19594,17.4,31%,30 : 70
78,=78,University of TübingenGermany,27590,36.6,14%,58 : 42
79,=80,University of GroningenNetherlandsExplore,28392,23.9,23%,51 : 49
80,=80,Humboldt University of BerlinGermany,33388,56.3,18%,
81,=80,Ohio State University (Main campus)United States,54650,12.1,13%,50 : 50
82,83,University of FreiburgGermany,14878,32.5,21%,54 : 46
83,84,University of CopenhagenDenmark,30746,4.2,17%,62 : 38
84,=85,Emory UniversityUnited States,12923,4.0,20%,59 : 41
85,=85,University of MinnesotaUnited States,61994,12.4,11%,53 : 47
86,=87,École PolytechniqueFranceExplore,2850,5.6,44%,23 : 77
87,=87,University of Science and Technology of ChinaChinaExplore,16434,7.2,5%,
88,=87,Sorbonne UniversityFrance,43585,12.8,20%,58 : 42
89,90,"University of Maryland, College ParkUnited States",33671,16.6,11%,48 : 52
90,91,University of BristolUnited Kingdom,22981,14.5,28%,55 : 45
91,=92,University of BaselSwitzerland,9229,12.3,30%,55 : 45
92,=92,University of GlasgowUnited KingdomExplore,26533,14.7,38%,59 : 41
93,=94,Purdue University West LafayetteUnited States,41573,16.3,22%,43 : 57
94,=94,Zhejiang UniversityChinaExplore,33825,10.8,23%,23 : 77
95,96,Korea Advanced Institute of Science and Technology (KAIST)South Korea,9514,10.4,9%,20 : 80
96,97,National Taiwan University (NTU)TaiwanExplore,24880,9.9,12%,43 : 57
97,=98,"University of California, IrvineUnited States",35040,17.5,27%,52 : 48
98,=98,University of HelsinkiFinland,22137,15.9,5%,66 : 34
99,100,Shanghai Jiao Tong UniversityChinaExplore,38556,11.9,11%,39 : 61
100,=101,Dartmouth CollegeUnited States,6336,7.6,15%,48 : 52
101,=101,Sungkyunkwan University (SKKU)South KoreaExplore,23340,19.5,18%,43 : 57
102,=103,Ghent UniversityBelgium,37587,36.1,11%,56 : 44
103,=103,Lund UniversitySweden,27443,11.3,19%,55 : 45
104,105,Michigan State UniversityUnited States,44618,16.1,15%,51 : 49
105,106,Aarhus UniversityDenmark,26318,13.8,10%,55 : 45
106,=107,University of BirminghamUnited Kingdom,30193,14.8,30%,57 : 43
107,=107,RWTH Aachen UniversityGermany,45256,58.4,23%,32 : 68
108,109,University of BernSwitzerland,11417,16.8,16%,57 : 43
109,110,Queen Mary University of LondonUnited Kingdom,19365,13.6,45%,55 : 45
110,=111,Nanjing UniversityChina,37475,17.5,9%,49 : 51
111,=111,Uppsala UniversitySweden,25112,15.8,18%,58 : 42
112,=111,Vanderbilt UniversityUnited States,12139,3.0,15%,54 : 46
113,=114,University of BonnGermany,37439,70.2,13%,56 : 44
114,=114,Penn State (Main campus)United States,46682,11.0,15%,47 : 53
115,116,Vrije Universiteit AmsterdamNetherlands,25443,18.0,13%,58 : 42
116,117,University of Virginia (Main campus)United States,24879,9.0,13%,52 : 48
117,=118,University of AdelaideAustralia,21054,30.7,29%,49 : 51
118,=118,Free University of BerlinGermany,36380,59.2,22%,59 : 41
119,120,Georgetown UniversityUnited States,16451,8.5,19%,55 : 45
120,=121,Case Western Reserve UniversityUnited States,10774,9.1,23%,50 : 50
121,=121,Maastricht UniversityNetherlands,17326,18.4,54%,60 : 40
122,=121,University of SheffieldUnited Kingdom,26765,15.5,35%,52 : 48
123,=124,University of ArizonaUnited States,39635,18.0,9%,52 : 48
124,=124,Rice UniversityUnited States,6805,9.2,28%,42 : 58
125,126,City University of Hong KongHong KongExplore,9510,10.8,51%,54 : 46
126,=127,University of OsloNorway,20737,12.2,17%,62 : 38
127,=127,University of SouthamptonUnited Kingdom,23498,14.3,35%,53 : 47
128,129,Hong Kong Polytechnic UniversityHong KongExplore,22778,25.4,27%,51 : 49
129,130,University of GöttingenGermany,30894,28.0,13%,51 : 49
130,=131,University of AlbertaCanada,32846,21.5,27%,55 : 45
131,=131,University of Colorado BoulderUnited States,34481,16.1,11%,44 : 56
132,=133,University of Pittsburgh-Pittsburgh campusUnited States,26761,5.7,11%,53 : 47
133,=133,University of YorkUnited Kingdom,16881,15.0,25%,57 : 43
134,135,University of HamburgGermany,30649,58.7,12%,57 : 43
135,=136,Lancaster UniversityUnited Kingdom,13047,12.4,37%,51 : 49
136,=136,Université Paris CitéFrance,63219,17.7,18%,64 : 36
137,=136,Radboud University NijmegenNetherlandsExplore,20752,17.3,16%,57 : 43
138,139,The University of Western AustraliaAustralia,18253,22.5,29%,48 : 52
139,=140,Indiana UniversityUnited States,67054,15.0,15%,51 : 49
140,=140,University of MannheimGermany,10593,78.3,18%,
141,=140,Technical University of BerlinGermany,22695,60.8,26%,34 : 66
142,=140,Ulm UniversityGermany,10503,28.4,13%,49 : 51
143,=140,University of WürzburgGermany,23887,38.2,10%,56 : 44
144,=145,University of CologneGermany,34630,35.0,18%,
145,=145,University of OttawaCanadaExplore,35140,24.6,20%,58 : 42
146,=147,University of AucklandNew ZealandExplore,32596,22.6,31%,56 : 44
147,=147,University of RochesterUnited States,10017,4.9,34%,49 : 51
148,=149,Durham UniversityUnited Kingdom,17090,15.2,31%,55 : 45
149,=149,University of GenevaSwitzerland,17271,16.0,38%,61 : 39
150,151,Pohang University of Science and Technology (POSTECH)South KoreaExplore,3034,9.7,3%,24 : 76
151,=152,University of FloridaUnited States,46632,16.1,9%,56 : 44
152,=152,Pompeu Fabra UniversitySpain,11914,22.9,13%,60 : 40
153,=152,TU DresdenGermany,31103,32.9,15%,43 : 57
154,=155,University of Cape TownSouth AfricaExplore,21647,11.7,17%,54 : 46
155,=155,Trinity College DublinIrelandExplore,17154,21.4,32%,59 : 41
156,=155,Tufts UniversityUnited States,11024,9.7,16%,55 : 45
157,=158,Bielefeld UniversityGermany,24890,71.5,8%,57 : 43
158,=158,University of NottinghamUnited Kingdom,30798,15.0,29%,54 : 46
159,=160,University of LeedsUnited Kingdom,31461,14.3,30%,60 : 40
160,=160,University of SussexUnited Kingdom,16259,15.8,37%,55 : 45
161,=160,University of Technology SydneyAustraliaExplore,26529,41.7,36%,51 : 49
162,163,University of LiverpoolUnited Kingdom,25168,14.6,33%,55 : 45
163,=164,Université Catholique de LouvainBelgium,26462,39.7,20%,53 : 47
164,=164,University of ViennaAustria,32650,38.5,28%,65 : 35
165,166,Rutgers University – New BrunswickUnited States,44264,11.0,17%,52 : 48
166,=167,University of BolognaItalyExplore,67298,24.4,12%,56 : 44
167,=167,Korea UniversitySouth KoreaExplore,22666,16.6,22%,
168,169,University of Alabama at BirminghamUnited States,18211,17.3,6%,63 : 37
169,=170,University of AntwerpBelgium,15272,31.2,17%,55 : 45
170,=170,University of LeicesterUnited Kingdom,15551,14.7,32%,53 : 47
171,=170,University of Notre DameUnited States,12149,10.9,12%,46 : 54
172,=170,Sant’Anna School of Advanced Studies – PisaItaly,661,10.0,20%,36 : 64
173,=174,University of ExeterUnited KingdomExplore,22007,17.0,28%,54 : 46
174,=174,Lomonosov Moscow State UniversityRussian Federation,28525,8.4,32%,52 : 48
175,=176,"Northeastern University, USUnited States",20711,14.1,36%,48 : 52
176,=176,Ulsan National Institute of Science and Technology (UNIST)South KoreaExplore,3983,14.3,8%,27 : 73
177,=178,University of AberdeenUnited Kingdom,12863,16.6,42%,57 : 43
178,=178,Newcastle UniversityUnited KingdomExplore,24089,14.6,27%,51 : 49
179,=178,Paris-Saclay UniversityFrance,28618,14.6,16%,55 : 45
180,181,Scuola Normale Superiore di PisaItaly,557,6.7,11%,29 : 71
181,182,Autonomous University of BarcelonaSpainExplore,31284,12.5,17%,59 : 41
182,183,Stockholm UniversitySweden,27200,19.1,10%,
183,=184,Arizona State University (Tempe)United StatesExplore,45827,19.7,20%,43 : 57
184,=184,University of CanberraAustralia,10304,37.4,35%,
185,186,Queensland University of TechnologyAustraliaExplore,35555,42.0,17%,53 : 47
186,=187,Eindhoven University of TechnologyNetherlands,9469,21.3,23%,
187,=187,George Washington UniversityUnited States,23788,13.4,17%,60 : 40
188,=187,Technical University of DenmarkDenmark,9412,6.7,25%,31 : 69
189,=187,Yonsei University (Seoul campus)South KoreaExplore,17745,14.7,22%,48 : 52
190,=191,Cardiff UniversityUnited KingdomExplore,25898,14.1,28%,59 : 41
191,=191,University of GothenburgSweden,19616,9.8,13%,
192,=191,University of LausanneSwitzerland,12685,8.8,24%,
193,=191,Tel Aviv UniversityIsrael,22635,22.3,7%,56 : 44
194,=195,Macquarie UniversityAustraliaExplore,29835,65.5,29%,53 : 47
195,=195,University of MünsterGermany,44580,42.9,8%,
196,197,Texas A&M UniversityUnited States,62070,24.4,8%,47 : 53
197,=198,University of BarcelonaSpainExplore,45494,15.0,11%,62 : 38
198,=198,University of Erlangen-NurembergGermany,38052,57.3,12%,49 : 51
199,=200,University of CalgaryCanada,31863,17.6,21%,54 : 46
200,=200,University of East AngliaUnited KingdomExplore,15757,13.8,27%,59 : 41
201,=200,Queen’s University BelfastUnited KingdomExplore,18438,17.2,36%,56 : 44
202,201–250,Aalborg UniversityDenmarkExplore,16227,13.4,14%,
203,201–250,Aalto UniversityFinland,12506,18.6,24%,37 : 63
204,201–250,University of BathUnited Kingdom,14410,16.2,33%,46 : 54
205,201–250,University of BergenNorway,14297,12.4,13%,60 : 40
206,201–250,Brandeis UniversityUnited States,5346,12.7,27%,58 : 42
207,201–250,"University of California, Santa CruzUnited States",19457,23.8,12%,49 : 51
208,201–250,Chalmers University of TechnologySweden,8325,11.9,17%,32 : 68
209,201–250,Copenhagen Business SchoolDenmark,16312,30.7,25%,48 : 52
210,201–250,Curtin UniversityAustraliaExplore,30130,20.5,32%,52 : 48
211,201–250,University of Duisburg-EssenGermanyExplore,42744,53.6,19%,48 : 52
212,201–250,University of DundeeUnited KingdomExplore,12247,17.5,22%,63 : 37
213,201–250,Griffith UniversityAustraliaExplore,33645,28.6,17%,58 : 42
214,201–250,University of Hawai’i at MānoaUnited States,14732,10.6,10%,57 : 43
215,201–250,Hebrew University of JerusalemIsrael,16105,11.9,5%,57 : 43
216,201–250,University of HohenheimGermany,9235,42.5,15%,57 : 43
217,201–250,Howard UniversityUnited States,8766,9.3,8%,67 : 33
218,201–250,University of IowaUnited States,29406,11.6,10%,53 : 47
219,201–250,James Cook UniversityAustralia,11198,21.0,11%,64 : 36
220,201–250,Karlsruhe Institute of TechnologyGermany,26886,27.9,23%,28 : 72
221,201–250,King Abdulaziz UniversitySaudi ArabiaExplore,31869,7.8,22%,54 : 46
222,201–250,KTH Royal Institute of TechnologySweden,13482,16.5,20%,33 : 67
223,201–250,La Trobe UniversityAustralia,22303,31.9,30%,64 : 36
224,201–250,Université Libre de BruxellesBelgium,24157,42.1,31%,56 : 44
225,201–250,University of LuxembourgLuxembourg,4858,19.0,51%,52 : 48
226,201–250,University of MassachusettsUnited States,61958,13.3,15%,48 : 52
227,201–250,Medical University of GrazAustria,3541,12.1,25%,52 : 48
228,201–250,Medical University of InnsbruckAustria,3080,11.0,44%,52 : 48
229,201–250,Medical University of ViennaAustria,7466,8.8,30%,52 : 48
230,201–250,University of MiamiUnited States,16179,6.3,16%,52 : 48
231,201–250,Moscow Institute of Physics and Technology (MIPT)Russian Federation,5736,11.4,18%,25 : 75
232,201–250,University of OtagoNew Zealand,18571,20.4,21%,59 : 41
233,201–250,RCSI University of Medicine and Health SciencesIrelandExplore,2355,23.1,65%,
234,201–250,University of ReadingUnited Kingdom,15207,15.8,31%,57 : 43
235,201–250,"St George’s, University of LondonUnited Kingdom",3425,12.0,21%,62 : 38
236,201–250,University of São PauloBrazil,82961,16.1,4%,47 : 53
237,201–250,Sapienza University of RomeItaly,77496,22.9,7%,57 : 43
238,201–250,University of South Florida (Tampa)United States,34839,19.2,15%,
239,201–250,University of St AndrewsUnited Kingdom,9614,12.8,47%,58 : 42
240,201–250,Télécom ParisFrance,897,5.4,43%,19 : 81
241,201–250,Tilburg UniversityNetherlands,9380,24.0,16%,47 : 53
242,201–250,Tohoku UniversityJapan,17752,11.7,12%,27 : 73
243,201–250,University of TwenteNetherlands,8207,14.4,35%,37 : 63
244,201–250,University of UtahUnited States,30692,14.8,8%,48 : 52
245,201–250,Virginia Polytechnic Institute and State UniversityUnited StatesExplore,34155,18.4,14%,43 : 57
246,201–250,University of WaterlooCanadaExplore,32804,22.8,21%,47 : 53
247,201–250,Western UniversityCanada,29865,22.8,18%,56 : 44
248,201–250,University of the WitwatersrandSouth AfricaExplore,27839,25.8,7%,55 : 45
249,201–250,University of WollongongAustraliaExplore,18517,30.5,29%,52 : 48
250,251–300,Alfaisal UniversitySaudi ArabiaExplore,2640,10.2,34%,60 : 40
251,251–300,Auckland University of TechnologyNew ZealandExplore,17909,17.1,49%,59 : 41
252,251–300,Australian Catholic UniversityAustralia,24087,46.3,13%,73 : 27
253,251–300,Brighton and Sussex Medical SchoolUnited Kingdom,900,9.3,14%,59 : 41
254,251–300,University at BuffaloUnited States,26341,17.5,16%,44 : 56
255,251–300,"University of California, RiversideUnited States",22498,17.7,14%,53 : 47
256,251–300,University of Cincinnati – UptownUnited States,29309,20.5,9%,51 : 49
257,251–300,Dalhousie UniversityCanadaExplore,15651,13.3,26%,54 : 46
258,251–300,Deakin UniversityAustralia,41341,33.9,26%,57 : 43
259,251–300,École des Ponts ParisTechFrance,2059,11.5,43%,31 : 69
260,251–300,École Normale Supérieure de LyonFrance,2362,9.0,13%,48 : 52
261,251–300,Flinders UniversityAustraliaExplore,17167,25.4,40%,64 : 36
262,251–300,Florida State UniversityUnited States,38368,25.8,7%,57 : 43
263,251–300,Friedrich Schiller University JenaGermany,17063,20.1,14%,
264,251–300,George Mason UniversityUnited States,30500,18.1,11%,53 : 47
265,251–300,Goethe University FrankfurtGermany,46481,19.2,16%,57 : 43
266,251–300,HSE UniversityRussian Federation,25268,14.8,11%,
267,251–300,University of Illinois at ChicagoUnited States,27031,11.5,20%,52 : 48
268,251–300,Jacobs UniversityGermanyExplore,1353,18.8,76%,43 : 57
269,251–300,University of KielGermany,27181,22.3,8%,53 : 47
270,251–300,University of KonstanzGermany,11553,51.1,13%,55 : 45
271,251–300,Kyung Hee UniversitySouth KoreaExplore,20862,17.5,23%,54 : 46
272,251–300,Université LavalCanadaExplore,28874,17.2,13%,58 : 42
273,251–300,Macau University of Science and TechnologyMacaoExplore,10596,24.9,84%,56 : 44
274,251–300,University of NavarraSpain,11329,14.9,24%,54 : 46
275,251–300,University of NewcastleAustralia,23221,21.7,18%,55 : 45
276,251–300,University of New Mexico (Main campus)United States,18277,16.3,5%,56 : 44
277,251–300,Nova Southeastern UniversityUnited States,17101,21.2,6%,70 : 30
278,251–300,Oregon Health and Science UniversityUnited States,2999,1.0,3%,66 : 34
279,251–300,University of PaduaItaly,46900,21.7,7%,55 : 45
280,251–300,University of PotsdamGermany,20668,55.0,12%,57 : 43
281,251–300,Queen’s UniversityCanadaExplore,24354,26.1,14%,58 : 42
282,251–300,Ruhr University BochumGermany,42954,59.5,15%,49 : 51
283,251–300,Simon Fraser UniversityCanadaExplore,26778,27.5,30%,55 : 45
284,251–300,University of Southern DenmarkDenmark,22544,12.7,14%,53 : 47
285,251–300,Southern University of Science and Technology (SUSTech)ChinaExplore,3656,9.0,1%,
286,251–300,Stellenbosch UniversitySouth AfricaExplore,24525,25.9,8%,56 : 44
287,251–300,SUNY University at AlbanyUnited States,16078,16.6,9%,53 : 47
288,251–300,Sun Yat-sen UniversityChinaExplore,53734,16.1,8%,50 : 50
289,251–300,University of SurreyUnited Kingdom,14315,16.3,38%,54 : 46
290,251–300,Università della Svizzera italianaSwitzerland,2713,10.3,67%,49 : 51
291,251–300,Swansea UniversityUnited Kingdom,17353,16.5,22%,45 : 55
292,251–300,University of TartuEstonia,8735,11.9,10%,68 : 32
293,251–300,University College DublinIreland,23148,23.2,30%,
294,251–300,Vita-Salute San Raffaele UniversityItaly,2880,9.8,4%,60 : 40
295,251–300,Vrije Universiteit BrusselBelgium,12041,29.8,23%,55 : 45
296,251–300,Wake Forest UniversityUnited States,7804,4.1,10%,54 : 46
297,251–300,Western Sydney UniversityAustralia,34750,37.8,20%,56 : 44
298,251–300,William & MaryUnited States,8278,11.1,9%,56 : 44
299,301–350,American University of BeirutLebanon,8603,8.4,22%,51 : 49
300,301–350,Anglia Ruskin University (ARU)United Kingdom,18932,24.0,33%,64 : 36
301,301–350,Autonomous University of MadridSpain,29825,13.5,14%,61 : 39
302,301–350,Beijing Normal UniversityChina,23365,14.9,11%,
303,301–350,Boston CollegeUnited States,12921,15.5,11%,54 : 46
304,301–350,"University of California, MercedUnited States",7849,21.2,9%,51 : 49
305,301–350,University of Colorado Denver/Anschutz Medical CampusUnited States,17112,4.0,8%,56 : 44
306,301–350,Cyprus University of TechnologyCyprus,3176,17.4,11%,55 : 45
307,301–350,University of DelawareUnited States,21564,17.1,10%,57 : 43
308,301–350,University of EssexUnited Kingdom,12435,15.6,38%,53 : 47
309,301–350,University of GreifswaldGermany,10179,21.0,7%,56 : 44
310,301–350,Huazhong University of Science and TechnologyChinaExplore,56941,16.3,6%,36 : 64
311,301–350,Illinois Institute of TechnologyUnited States,6092,14.5,49%,36 : 64
312,301–350,Indian Institute of ScienceIndia,4038,9.3,1%,27 : 73
313,301–350,Johannes Gutenberg University of MainzGermany,31773,25.7,11%,59 : 41
314,301–350,University of KentUnited Kingdom,17843,19.3,30%,53 : 47
315,301–350,University of KlagenfurtAustria,3361,10.1,23%,69 : 31
316,301–350,Kurdistan University of Medical SciencesIran,2927,11.0,1%,51 : 49
317,301–350,University of MacauMacaoExplore,9343,14.0,36%,56 : 44
318,301–350,University of MalayaMalaysia,15794,8.3,20%,65 : 35
319,301–350,University of MarburgGermany,24527,32.6,12%,55 : 45
320,301–350,Montpellier UniversityFrance,39703,19.7,15%,53 : 47
321,301–350,University of Galway – Ollscoil na GaillimheIreland,14453,26.6,18%,58 : 42
322,301–350,North Carolina State UniversityUnited States,29966,12.5,15%,46 : 54
323,301–350,University of OregonUnited States,22019,10.6,10%,54 : 46
324,301–350,University of OuluFinlandExplore,9822,26.6,7%,53 : 47
325,301–350,University of PassauGermany,11249,91.4,14%,59 : 41
326,301–350,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,16768,9.2,31%,39 : 61
327,301–350,Qatar UniversityQatar,8808,9.2,37%,75 : 25
328,301–350,Reykjavík UniversityIceland,2501,23.4,9%,46 : 54
329,301–350,RMIT UniversityAustralia,33427,23.1,33%,48 : 52
330,301–350,"Royal Holloway, University of LondonUnited Kingdom",9686,14.7,35%,58 : 42
331,301–350,Rush UniversityUnited States,2624,2.2,2%,74 : 26
332,301–350,Sejong UniversitySouth Korea,12207,20.2,11%,46 : 54
333,301–350,University of South AustraliaAustralia,20930,30.6,20%,58 : 42
334,301–350,University of StirlingUnited KingdomExplore,9548,16.7,24%,63 : 37
335,301–350,Stony Brook UniversityUnited States,24593,10.6,23%,50 : 50
336,301–350,Syracuse UniversityUnited States,20484,15.0,20%,53 : 47
337,301–350,Taipei Medical UniversityTaiwanExplore,6112,9.8,10%,58 : 42
338,301–350,Tampere UniversityFinland,15267,21.8,6%,52 : 48
339,301–350,Technical University of DarmstadtGermany,17814,39.8,17%,31 : 69
340,301–350,Temple UniversityUnited States,36398,13.1,9%,53 : 47
341,301–350,The University of Tennessee-KnoxvilleUnited States,26184,16.6,5%,
342,301–350,University of Texas at DallasUnited States,23587,20.8,23%,43 : 57
343,301–350,Tokyo Institute of TechnologyJapan,9566,7.8,13%,15 : 85
344,301–350,University of TrentoItaly,13180,20.1,7%,51 : 49
345,301–350,Tulane UniversityUnited States,11224,9.1,11%,58 : 42
346,301–350,United Arab Emirates UniversityUnited Arab EmiratesExplore,7270,8.9,18%,83 : 17
347,301–350,University College CorkIreland,17051,17.6,19%,58 : 42
348,301–350,Washington State UniversityUnited States,28482,18.4,7%,53 : 47
349,301–350,Wuhan UniversityChinaExplore,53956,15.2,7%,
350,351–400,Aix-Marseille UniversityFrance,68841,16.7,13%,59 : 41
351,351–400,Babol Noshirvani University of TechnologyIran,5140,23.8,0%,34 : 66
352,351–400,University of BayreuthGermany,9162,30.5,12%,47 : 53
353,351–400,"Birkbeck, University of LondonUnited Kingdom",8148,17.0,38%,54 : 46
354,351–400,Universiti Brunei DarussalamBrunei DarussalamExplore,3818,10.9,17%,65 : 35
355,351–400,Brunel University LondonUnited Kingdom,11679,18.0,36%,47 : 53
356,351–400,Catholic University of PortugalPortugal,11187,23.7,17%,62 : 38
357,351–400,Central South UniversityChinaExplore,53277,19.1,3%,
358,351–400,"City, University of LondonUnited Kingdom",14786,18.5,51%,57 : 43
359,351–400,University of CreteGreece,13649,24.5,5%,62 : 38
360,351–400,Drexel UniversityUnited States,20140,11.4,16%,51 : 49
361,351–400,East China Normal UniversityChinaExplore,27085,14.5,13%,65 : 35
362,351–400,University of FribourgSwitzerland,10888,31.7,18%,60 : 40
363,351–400,Grenoble Alpes UniversityFrance,40486,17.1,14%,53 : 47
364,351–400,Hanyang UniversitySouth KoreaExplore,20019,15.3,21%,
365,351–400,Hasselt UniversityBelgium,5503,30.9,13%,48 : 52
366,351–400,Heriot-Watt UniversityUnited KingdomExplore,9420,18.0,36%,41 : 59
367,351–400,Hong Kong Baptist UniversityHong KongExplore,8224,15.4,51%,71 : 29
368,351–400,IMT AtlantiqueFrance,1628,8.6,43%,24 : 76
369,351–400,Indian Institute of Technology RoparIndia,1765,10.9,0%,16 : 84
370,351–400,University of InnsbruckAustria,13492,22.8,42%,54 : 46
371,351–400,University of KansasUnited States,24467,9.9,9%,52 : 48
372,351–400,Khalifa UniversityUnited Arab EmiratesExplore,3164,9.7,19%,59 : 41
373,351–400,University of KwaZulu-NatalSouth AfricaExplore,36731,28.8,4%,58 : 42
374,351–400,Lappeenranta-Lahti University of Technology LUTFinlandExplore,4099,29.2,16%,31 : 69
375,351–400,University of LiègeBelgium,20968,25.9,20%,57 : 43
376,351–400,Loughborough UniversityUnited Kingdom,14802,13.7,27%,41 : 59
377,351–400,University of ManitobaCanada,28786,28.9,18%,53 : 47
378,351–400,University of MilanItaly,45752,20.9,6%,59 : 41
379,351–400,University of Milan-BicoccaItaly,27098,29.4,6%,61 : 39
380,351–400,Nagoya UniversityJapan,15589,9.4,11%,30 : 70
381,351–400,Nankai UniversityChinaExplore,29500,13.5,8%,
382,351–400,National Tsing Hua UniversityTaiwan,14758,17.9,11%,42 : 58
