,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
751,601–800,Polytechnic University of BariItaly,9998,43.1,1%,30 : 70
752,601–800,Polytechnic University of TurinItaly,29428,30.4,14%,30 : 70
753,601–800,Prince Sattam Bin Abdulaziz UniversitySaudi Arabia,27117,12.2,2%,58 : 42
754,601–800,Universiti Putra MalaysiaMalaysia,18365,11.1,26%,59 : 41
755,601–800,Qingdao UniversityChina,42667,15.2,2%,64 : 36
756,601–800,Université du QuébecCanada,50418,17.9,12%,57 : 43
757,601–800,University of ReginaCanada,14172,24.7,27%,59 : 41
758,601–800,Rensselaer Polytechnic InstituteUnited States,7475,14.7,21%,32 : 68
759,601–800,Riga Stradiņš UniversityLatvia,8512,19.5,28%,74 : 26
760,601–800,Riphah International UniversityPakistan,23590,21.5,0%,50 : 50
761,601–800,Rovira i Virgili UniversitySpain,12975,12.6,13%,60 : 40
762,601–800,RUDN UniversityRussian Federation,21820,14.0,32%,58 : 42
763,601–800,Universiti Sains MalaysiaMalaysia,23492,11.6,17%,64 : 36
764,601–800,San Diego State UniversityUnited States,31340,27.5,7%,56 : 44
765,601–800,University of SannioItaly,2944,15.4,2%,51 : 49
766,601–800,University of Santiago de CompostelaSpain,24713,14.5,9%,62 : 38
767,601–800,Savitribai Phule Pune UniversityIndia,5163,12.1,6%,43 : 57
768,601–800,University of Campania Luigi VanvitelliItaly,33663,35.1,2%,37 : 63
769,601–800,Shanghai UniversityChina,37499,13.1,7%,50 : 50
770,601–800,"Soochow University, ChinaChinaExplore",47989,15.5,5%,54 : 46
771,601–800,Southern Cross UniversityAustralia,10866,36.1,28%,64 : 36
772,601–800,University of StrasbourgFrance,51028,19.8,21%,59 : 41
773,601–800,Sultan Qaboos UniversityOman,7436,8.6,4%,50 : 50
774,601–800,University of the Sunshine CoastAustraliaExplore,11118,29.6,16%,69 : 31
775,601–800,SUNY Binghamton UniversityUnited States,18852,22.0,11%,50 : 50
776,601–800,University of TabrizIran,20983,27.2,6%,49 : 51
777,601–800,Tabriz University of Medical SciencesIran,8524,9.9,2%,54 : 46
778,601–800,Taif UniversitySaudi Arabia,39622,19.6,2%,56 : 44
779,601–800,Tallinn University of TechnologyEstonia,8739,12.6,17%,40 : 60
780,601–800,University of TehranIran,45295,21.5,2%,45 : 55
781,601–800,Tehran University of Medical SciencesIran,11605,6.4,11%,57 : 43
782,601–800,Universiti Teknologi MalaysiaMalaysia,19974,13.5,20%,47 : 53
783,601–800,University of Texas at ArlingtonUnited States,33537,29.5,13%,60 : 40
784,601–800,The University of Texas at San AntonioUnited States,27187,24.7,3%,51 : 49
785,601–800,Thapar Institute of Engineering and TechnologyIndiaExplore,9375,16.9,1%,28 : 72
786,601–800,University of ToledoUnited States,17871,16.1,10%,52 : 48
787,601–800,Tomsk State UniversityRussian Federation,7806,11.7,36%,
788,601–800,TU BraunschweigGermany,19676,9.8,17%,40 : 60
789,601–800,University of UlsanSouth Korea,12415,11.0,4%,48 : 52
790,601–800,Ulster UniversityUnited Kingdom,17683,18.8,9%,57 : 43
791,601–800,Umm Al-Qura UniversitySaudi Arabia,30207,8.3,11%,34 : 66
792,601–800,Paris Lodron Universität SalzburgAustria,7169,11.9,34%,66 : 34
793,601–800,Wenzhou UniversityChina,21827,18.2,3%,58 : 42
794,601–800,University of the Western CapeSouth Africa,23510,33.8,6%,61 : 39
795,601–800,University of the West of ScotlandUnited Kingdom,12122,22.1,20%,63 : 37
796,601–800,University of WindsorCanada,14516,33.3,29%,
797,601–800,University of WolverhamptonUnited Kingdom,14898,17.3,24%,62 : 38
798,601–800,University of WuppertalGermany,15668,39.6,10%,53 : 47
799,601–800,Xi’an Jiaotong-Liverpool UniversityChinaExplore,15767,19.9,5%,52 : 48
800,601–800,Yokohama City UniversityJapan,5073,6.0,2%,56 : 44
801,601–800,Zhengzhou UniversityChina,70824,17.5,3%,49 : 51
802,801–1000,University of the AegeanGreece,22148,68.4,1%,55 : 45
803,801–1000,"University of Agriculture, FaisalabadPakistan",27826,42.4,0%,45 : 55
804,801–1000,The University of AizuJapan,1217,12.1,9%,11 : 89
805,801–1000,The University of AlabamaUnited States,35457,20.9,4%,56 : 44
806,801–1000,Al-Azhar UniversityEgypt,425977,38.4,6%,38 : 62
807,801–1000,Al-Balqa Applied UniversityJordan,28178,27.7,2%,59 : 41
808,801–1000,University of AlcaláSpain,15941,10.2,24%,60 : 40
809,801–1000,Alexandria UniversityEgypt,202206,28.2,4%,52 : 48
810,801–1000,Aligarh Muslim UniversityIndia,20428,12.1,2%,40 : 60
811,801–1000,American University in CairoEgypt,5921,13.7,5%,56 : 44
812,801–1000,Anna UniversityIndia,15149,15.9,1%,43 : 57
813,801–1000,University of Applied Sciences and Arts of Western SwitzerlandSwitzerland,17491,6.5,30%,53 : 47
814,801–1000,Aristotle University of ThessalonikiGreece,49840,19.7,5%,58 : 42
815,801–1000,Athens University of Economics and BusinessGreece,9682,51.0,6%,45 : 55
816,801–1000,Universidad Autónoma de ChileChile,27474,22.9,1%,63 : 37
817,801–1000,University of AveiroPortugalExplore,12566,15.1,10%,54 : 46
818,801–1000,University of the Balearic IslandsSpain,11493,11.8,8%,60 : 40
819,801–1000,University of the Basque CountrySpain,43018,15.4,6%,55 : 45
820,801–1000,University of BedfordshireUnited Kingdom,13173,29.7,59%,59 : 41
821,801–1000,University of Beira InteriorPortugal,7861,17.0,22%,53 : 47
822,801–1000,University of BelgradeSerbia,93251,18.9,5%,62 : 38
823,801–1000,Beni-Suef UniversityEgypt,82124,28.3,1%,50 : 50
824,801–1000,University of BergamoItaly,22115,60.9,7%,62 : 38
825,801–1000,Bharathiar UniversityIndia,4097,18.8,0%,63 : 37
826,801–1000,Bilkent UniversityTurkey,9682,14.2,8%,46 : 54
827,801–1000,"Birla Institute of Technology and Science, PilaniIndia",15651,18.1,2%,19 : 81
828,801–1000,Boğaziçi UniversityTurkey,12614,22.3,3%,45 : 55
829,801–1000,University of BrightonUnited Kingdom,15016,16.8,22%,60 : 40
830,801–1000,Cairo UniversityEgypt,224216,36.8,4%,54 : 46
831,801–1000,University of CalabriaItaly,19788,23.2,3%,57 : 43
832,801–1000,Chapman UniversityUnited States,9332,12.8,8%,61 : 39
833,801–1000,Institute of Chemical TechnologyIndia,2550,17.2,0%,30 : 70
834,801–1000,Chengdu UniversityChinaExplore,22762,16.3,2%,59 : 41
835,801–1000,"China University of Petroleum, BeijingChina",17001,17.4,4%,
836,801–1000,Chulalongkorn UniversityThailandExplore,34095,11.5,3%,58 : 42
837,801–1000,Clemson UniversityUnited States,23491,15.5,6%,49 : 51
838,801–1000,University of Clermont AuvergneFrance,36630,20.9,15%,57 : 43
839,801–1000,Coventry UniversityUnited KingdomExplore,32819,16.1,47%,48 : 52
840,801–1000,CY Cergy Paris UniversityFrance,14999,19.6,23%,52 : 48
841,801–1000,University of DaytonUnited States,11183,16.5,11%,48 : 52
842,801–1000,University of DeustoSpain,9518,20.1,11%,58 : 42
843,801–1000,Diego Portales UniversityChile,17613,16.0,2%,50 : 50
844,801–1000,Donghua UniversityChina,22434,14.4,6%,45 : 55
845,801–1000,Duzce UniversityTurkey,21552,35.5,8%,44 : 56
846,801–1000,Edge Hill UniversityUnited Kingdom,10990,15.3,7%,69 : 31
847,801–1000,"University of Engineering and Technology, PeshawarPakistan",8680,20.7,1%,6 : 94
848,801–1000,Ewha Womans UniversitySouth Korea,14746,17.5,13%,100 : 0
849,801–1000,Federal University of Minas GeraisBrazil,40998,12.9,1%,53 : 47
850,801–1000,Universidade Federal de SergipeBrazil,26327,15.8,0%,51 : 49
851,801–1000,Firat UniversityTurkey,39961,20.6,5%,37 : 63
852,801–1000,Florida Agricultural and Mechanical UniversityUnited States,9342,16.8,1%,66 : 34
853,801–1000,Florida Atlantic UniversityUnited States,24191,18.7,10%,64 : 36
854,801–1000,University of FoggiaItaly,11292,31.8,1%,63 : 37
855,801–1000,University of the Free StateSouth Africa,33826,36.8,2%,63 : 37
856,801–1000,Fujita Health UniversityJapanExplore,3082,3.8,1%,57 : 43
857,801–1000,Fuzhou UniversityChina,39987,16.8,1%,39 : 61
858,801–1000,University of GironaSpain,14011,21.1,15%,57 : 43
859,801–1000,Guangdong University of TechnologyChina,46040,18.1,0%,29 : 71
860,801–1000,Hiroshima UniversityJapan,14612,8.1,9%,37 : 63
861,801–1000,Indian Institute of Technology PatnaIndia,2203,17.9,0%,18 : 82
862,801–1000,Indian Institute of Technology GandhinagarIndia,1782,15.1,1%,26 : 74
863,801–1000,Universitat Internacional de CatalunyaSpain,5172,14.0,34%,63 : 37
864,801–1000,University of IoanninaGreece,32168,39.6,3%,69 : 31
865,801–1000,ISCTE-University Institute of LisbonPortugal,9374,24.9,17%,52 : 48
866,801–1000,The Islamia University of BahawalpurPakistan,35698,28.5,0%,46 : 54
867,801–1000,Istanbul Medeniyet UniversityTurkey,10536,13.4,3%,52 : 48
868,801–1000,ITMO UniversityRussian Federation,10814,15.0,22%,34 : 66
869,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomania,8017,7.9,33%,66 : 34
870,801–1000,University of JaénSpain,13767,16.4,9%,57 : 43
871,801–1000,Juntendo UniversityJapan,5980,4.6,3%,55 : 45
872,801–1000,Kansas State UniversityUnited States,19927,13.1,7%,51 : 49
873,801–1000,Karlstad UniversitySweden,9698,14.0,%,63 : 37
874,801–1000,Kazan Federal UniversityRussian Federation,22673,10.4,29%,66 : 34
875,801–1000,Keio UniversityJapan,33636,10.1,8%,37 : 63
876,801–1000,Kerman University of Medical SciencesIran,5226,3.4,2%,
877,801–1000,Kindai UniversityJapan,33234,14.6,2%,32 : 68
878,801–1000,King Faisal UniversitySaudi Arabia,27805,13.1,2%,67 : 33
879,801–1000,King Khalid UniversitySaudi Arabia,39389,8.3,7%,55 : 45
880,801–1000,King Mongkut’s University of Technology ThonburiThailand,15116,19.8,2%,46 : 54
881,801–1000,Kingston UniversityUnited Kingdom,14975,19.4,43%,58 : 42
882,801–1000,KL UniversityIndia,17801,14.5,2%,36 : 64
883,801–1000,Kobe UniversityJapan,15477,10.3,8%,36 : 64
884,801–1000,Kurume UniversityJapan,5062,7.6,2%,
885,801–1000,Kuwait UniversityKuwaitExplore,24680,15.2,15%,76 : 24
886,801–1000,Kyungpook National UniversitySouth KoreaExplore,18892,20.2,13%,47 : 53
887,801–1000,University of LahorePakistan,27149,14.8,2%,37 : 63
888,801–1000,Lakehead UniversityCanadaExplore,8365,25.8,21%,55 : 45
889,801–1000,University of La LagunaSpain,18270,12.8,5%,58 : 42
890,801–1000,University of LatviaLatvia,11877,32.7,7%,68 : 32
891,801–1000,Leeds Beckett UniversityUnited Kingdom,18944,20.2,13%,54 : 46
892,801–1000,Lithuanian University of Health SciencesLithuania,6167,8.6,22%,75 : 25
893,801–1000,University of LjubljanaSlovenia,37615,13.1,8%,60 : 40
894,801–1000,University of LleidaSpain,9164,15.4,10%,59 : 41
895,801–1000,Lovely Professional UniversityIndiaExplore,33469,14.8,6%,24 : 76
896,801–1000,Mae Fah Luang UniversityThailand,13802,21.0,4%,73 : 27
897,801–1000,Mahidol UniversityThailandExplore,28477,9.0,5%,64 : 36
898,801–1000,Makerere UniversityUganda,31233,21.0,3%,51 : 49
899,801–1000,Universiti Malaysia PahangMalaysia,8140,13.3,7%,48 : 52
900,801–1000,University of MaltaMalta,9687,10.7,13%,60 : 40
901,801–1000,Manipal Academy of Higher EducationIndia,23002,9.0,12%,49 : 51
902,801–1000,Marquette UniversityUnited States,10540,12.0,3%,57 : 43
903,801–1000,Masaryk UniversityCzech Republic,32271,18.9,23%,62 : 38
904,801–1000,Medical University of GdańskPoland,6344,5.6,16%,65 : 35
905,801–1000,University of MemphisUnited States,16520,14.7,5%,60 : 40
906,801–1000,University of MinhoPortugal,19922,19.6,16%,55 : 45
907,801–1000,Mississippi State UniversityUnited States,21810,15.2,3%,52 : 48
908,801–1000,University of Missouri-St LouisUnited States,6365,15.8,5%,58 : 42
909,801–1000,Montana State UniversityUnited States,14094,16.0,3%,47 : 53
910,801–1000,Monterrey Institute of TechnologyMexicoExplore,15735,14.3,10%,43 : 57
911,801–1000,University of NamurBelgium,6753,20.8,12%,57 : 43
912,801–1000,Nanjing Forestry UniversityChina,32318,17.6,1%,
913,801–1000,Nanjing University of Information Science and TechnologyChina,33008,16.7,3%,
914,801–1000,Nanjing Normal UniversityChina,31211,13.0,2%,70 : 30
915,801–1000,Nanjing Tech UniversityChinaExplore,38866,13.5,3%,
916,801–1000,National Institute of Applied Sciences of Lyon (INSA Lyon)France,6382,18.9,27%,36 : 64
917,801–1000,École Nationale des Travaux Publics de l'État (ENTPE)France,809,15.3,13%,42 : 58
918,801–1000,National University of Sciences and TechnologyPakistan,11737,9.4,5%,34 : 66
919,801–1000,National Sun Yat-Sen UniversityTaiwan,8150,12.3,8%,40 : 60
920,801–1000,National Taiwan Normal UniversityTaiwanExplore,10699,12.2,16%,
921,801–1000,National Technical University of AthensGreece,13732,19.9,6%,33 : 67
922,801–1000,National Institute of Technology HamirpurIndia,3823,20.7,0%,22 : 78
923,801–1000,"National Institute of Technology, TiruchirappalliIndia",7037,18.5,2%,23 : 77
924,801–1000,The New SchoolUnited States,9692,9.7,35%,74 : 26
925,801–1000,New Mexico State University (Main campus)United States,12285,16.0,6%,58 : 42
926,801–1000,Nippon Medical SchoolJapan,905,0.9,0%,37 : 63
927,801–1000,University of North Carolina at GreensboroUnited States,18637,19.5,3%,67 : 33
928,801–1000,"Northeastern University, ChinaChina",39155,14.8,2%,
929,801–1000,Northeast Normal UniversityChina,30310,18.7,4%,70 : 30
930,801–1000,University of Northern British Columbia (UNBC)Canada,3008,15.6,11%,63 : 37
931,801–1000,Northern Illinois UniversityUnited States,13768,14.4,7%,53 : 47
932,801–1000,Novosibirsk State UniversityRussian Federation,7276,6.3,22%,
933,801–1000,Ohio University (Main campus)United States,22682,20.1,4%,57 : 43
934,801–1000,Old Dominion UniversityUnited States,18368,17.5,3%,56 : 44
935,801–1000,Ozyegin UniversityTurkey,5958,27.2,7%,44 : 56
936,801–1000,Pablo de Olavide UniversitySpain,12849,14.4,18%,59 : 41
937,801–1000,University of PalermoItaly,32351,22.4,1%,58 : 42
938,801–1000,Panjab UniversityIndia,18918,17.6,1%,41 : 59
939,801–1000,Panthéon-Sorbonne University – Paris 1France,35547,29.0,20%,61 : 39
940,801–1000,Parthenope University of NaplesItaly,11555,33.7,2%,42 : 58
941,801–1000,Universiti Pendidikan Sultan IdrisMalaysia,5968,9.9,18%,55 : 45
942,801–1000,University of PeshawarPakistan,6107,9.0,1%,32 : 68
943,801–1000,University of the PhilippinesPhilippines,46714,10.6,0%,52 : 48
944,801–1000,Universitat Politècnica de CatalunyaSpain,22280,9.5,14%,27 : 73
945,801–1000,Polytechnic University of ValenciaSpain,23406,12.7,14%,41 : 59
946,801–1000,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,13453,18.7,3%,50 : 50
947,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,14096,21.3,1%,52 : 48
948,801–1000,Pontifical Javeriana UniversityColombia,27346,14.2,2%,55 : 45
949,801–1000,University of PretoriaSouth AfricaExplore,36492,21.7,7%,59 : 41
950,801–1000,Princess Nourah bint Abdulrahman UniversitySaudi Arabia,25955,13.1,15%,100 : 0
951,801–1000,University of the PunjabPakistan,28384,22.4,1%,52 : 48
952,801–1000,University of Rennes 1France,28275,18.5,11%,52 : 48
953,801–1000,University of Rhode IslandUnited States,15851,14.5,3%,57 : 43
954,801–1000,Rhodes UniversitySouth Africa,6872,17.0,14%,63 : 37
955,801–1000,University of RoehamptonUnited Kingdom,7782,16.1,33%,69 : 31
956,801–1000,University of Rome IIIItaly,33264,47.7,5%,61 : 39
957,801–1000,Roskilde UniversityDenmark,6100,15.8,16%,64 : 36
958,801–1000,Saint Petersburg State UniversityRussian Federation,24335,9.1,19%,61 : 39
959,801–1000,University of SalamancaSpain,27920,16.9,18%,62 : 38
960,801–1000,University of SalentoItaly,13608,22.6,1%,62 : 38
961,801–1000,University of SalfordUnited Kingdom,18218,18.7,20%,55 : 45
962,801–1000,University of Science and Technology BeijingChina,28432,16.1,4%,36 : 64
963,801–1000,Sechenov UniversityRussian Federation,16366,8.1,24%,70 : 30
964,801–1000,University of La SerenaChile,7643,25.5,1%,52 : 48
965,801–1000,Shahid Beheshti UniversityIran,19695,23.4,1%,50 : 50
966,801–1000,Shantou UniversityChina,14119,12.2,1%,45 : 55
967,801–1000,Sheffield Hallam UniversityUnited Kingdom,25651,17.2,13%,55 : 45
968,801–1000,Shiraz UniversityIran,14552,20.2,1%,53 : 47
969,801–1000,Shiraz University of Medical SciencesIran,10228,10.4,3%,57 : 43
970,801–1000,University of SiegenGermany,12633,26.4,12%,56 : 44
971,801–1000,University of South Bohemia in České BudějoviceCzech Republic,8763,13.8,7%,69 : 31
972,801–1000,South China Normal UniversityChina,30041,16.4,3%,
973,801–1000,Southern Illinois University CarbondaleUnited States,10130,13.8,7%,50 : 50
974,801–1000,South Ural State UniversityRussian Federation,19373,14.4,10%,39 : 61
975,801–1000,Suez Canal UniversityEgypt,38962,11.4,1%,58 : 42
976,801–1000,Sunway UniversityMalaysia,4638,8.6,15%,53 : 47
977,801–1000,Symbiosis International UniversityIndiaExplore,16305,13.0,6%,54 : 46
978,801–1000,Taibah UniversitySaudi Arabia,59028,21.7,3%,62 : 38
979,801–1000,Tanta UniversityEgypt,129209,19.2,1%,54 : 46
980,801–1000,"University of Technology, IraqIraq",10321,6.9,0%,50 : 50
981,801–1000,Universiti Tenaga Nasional (UNITEN)Malaysia,4987,11.4,11%,34 : 66
982,801–1000,University of Texas at El PasoUnited States,17908,30.2,7%,54 : 46
983,801–1000,Texas Tech UniversityUnited States,35957,19.4,7%,49 : 51
984,801–1000,University of ThessalyGreece,21962,30.2,2%,52 : 48
985,801–1000,Toronto Metropolitan UniversityCanadaExplore,36218,42.4,8%,56 : 44
986,801–1000,Tribhuvan UniversityNepal,460632,30.9,0%,50 : 50
987,801–1000,University of Urbino Carlo BoItaly,15336,42.1,6%,62 : 38
988,801–1000,Vilnius UniversityLithuania,17012,10.2,9%,69 : 31
989,801–1000,VIT UniversityIndia,33416,17.0,4%,30 : 70
990,801–1000,University of WarsawPoland,37090,12.0,10%,63 : 37
991,801–1000,Wenzhou Medical UniversityChina,19243,11.2,5%,63 : 37
992,801–1000,University of WinchesterUnited Kingdom,7291,16.8,10%,66 : 34
993,801–1000,University of Wisconsin-MilwaukeeUnited States,19218,19.3,5%,56 : 44
994,801–1000,Worcester Polytechnic InstituteUnited States,5949,12.7,19%,38 : 62
995,801–1000,University of WyomingUnited States,10660,14.7,5%,51 : 49
996,801–1000,Yangzhou UniversityChinaExplore,31066,13.3,11%,58 : 42
997,801–1000,Yeungnam UniversitySouth Korea,19345,15.0,4%,50 : 50
998,801–1000,Zagazig UniversityEgypt,165556,26.4,2%,52 : 48
999,801–1000,Zewail City of Science and TechnologyEgypt,1184,11.6,0%,42 : 58
1000,801–1000,Zhejiang University of Finance and EconomicsChina,17260,21.3,3%,63 : 37
1001,1001–1200,University of A CoruñaSpain,14937,12.2,5%,52 : 48
1002,1001–1200,"Adam Mickiewicz University, PoznańPoland",35901,23.9,4%,68 : 32
1003,1001–1200,Ain Shams UniversityEgypt,138700,12.5,4%,53 : 47
1004,1001–1200,Al-Farabi Kazakh National UniversityKazakhstan,24229,5.7,15%,56 : 44
1005,1001–1200,University of AlgarvePortugal,8443,14.0,22%,58 : 42
1006,1001–1200,University of AlmeríaSpain,13050,17.5,12%,55 : 45
1007,1001–1200,Amity UniversityIndia,31383,16.2,6%,52 : 48
1008,1001–1200,University of AnbarIraq,26521,15.9,0%,56 : 44
1009,1001–1200,"University of the Andes, ColombiaColombia",15312,12.7,1%,45 : 55
1010,1001–1200,Arts et MétiersFrance,6230,16.5,14%,18 : 82
1011,1001–1200,Assiut UniversityEgypt,84941,14.9,1%,55 : 45
1012,1001–1200,Atılım UniversityTurkeyExplore,8325,11.1,7%,42 : 58
1013,1001–1200,Autonomous University of SinaloaMexicoExplore,74001,21.8,0%,56 : 44
1014,1001–1200,Babeş-Bolyai UniversityRomania,39811,21.0,4%,64 : 36
1015,1001–1200,Bahauddin Zakariya UniversityPakistan,29880,36.7,0%,40 : 60
1016,1001–1200,Bayero UniversityNigeria,44410,25.9,0%,33 : 67
1017,1001–1200,Beijing Jiaotong UniversityChina,29086,14.7,5%,
1018,1001–1200,University of BotswanaBotswana,13063,17.6,4%,57 : 43
1019,1001–1200,Bowling Green State UniversityUnited States,15199,15.7,4%,57 : 43
1020,1001–1200,Instituto Politécnico de BragançaPortugal,8845,19.4,32%,54 : 46
1021,1001–1200,University of BurgosSpain,7599,13.5,5%,51 : 49
1022,1001–1200,University of CalcuttaIndiaExplore,19119,15.6,0%,51 : 49
1023,1001–1200,Cardiff Metropolitan UniversityUnited Kingdom,9381,18.6,22%,54 : 46
1024,1001–1200,Carlos III University of MadridSpainExplore,18133,11.0,17%,46 : 54
1025,1001–1200,Technical University of CartagenaSpain,4466,10.0,9%,27 : 73
1026,1001–1200,University of Castilla-La ManchaSpain,22524,12.8,8%,57 : 43
1027,1001–1200,Universidad Católica San Antonio de Murcia (UCAM)Spain,10727,19.5,15%,56 : 44
1028,1001–1200,University of Central LancashireUnited Kingdom,19284,14.4,25%,58 : 42
1029,1001–1200,Chang Gung UniversityTaiwan,7016,12.1,5%,49 : 51
1030,1001–1200,Charles Sturt UniversityAustralia,22735,20.2,20%,61 : 39
1031,1001–1200,Chiang Mai UniversityThailand,34110,14.0,3%,66 : 34
1032,1001–1200,Chiba UniversityJapan,13640,8.5,5%,38 : 62
1033,1001–1200,University of ChileChile,37286,15.5,5%,50 : 50
1034,1001–1200,"China University of Geosciences, BeijingChina",16758,16.6,1%,41 : 59
1035,1001–1200,China Pharmaceutical UniversityChina,24270,22.4,2%,69 : 31
1036,1001–1200,Chonnam National UniversitySouth KoreaExplore,24436,19.9,6%,48 : 52
1037,1001–1200,Clarkson UniversityUnited States,4024,14.9,9%,35 : 65
1038,1001–1200,Comenius University in BratislavaSlovakia,21788,10.6,14%,64 : 36
1039,1001–1200,Creighton UniversityUnited States,9641,14.9,4%,60 : 40
1040,1001–1200,Czech University of Life Sciences Prague (CZU)Czech Republic,18057,17.6,22%,54 : 46
1041,1001–1200,University of DebrecenHungaryExplore,29045,17.7,22%,55 : 45
1042,1001–1200,University of DelhiIndia,27471,25.6,1%,48 : 52
1043,1001–1200,Don State Technical UniversityRussian Federation,26241,12.8,12%,
1044,1001–1200,Dr B.R. Ambedkar National Institute of Technology JalandharIndia,5016,23.7,0%,23 : 77
1045,1001–1200,East China University of Science and TechnologyChina,28718,16.9,2%,44 : 56
1046,1001–1200,University of East LondonUnited Kingdom,12180,21.9,44%,58 : 42
1047,1001–1200,École Centrale de LyonFrance,2108,14.3,26%,24 : 76
1048,1001–1200,University of Engineering & Technology (UET) LahorePakistan,13163,13.9,3%,23 : 77
1049,1001–1200,Universidade Estadual Paulista (Unesp)Brazil,42008,15.6,3%,51 : 49
1050,1001–1200,European University of MadridSpain,10684,10.7,32%,49 : 51
1051,1001–1200,University of ExtremaduraSpain,20509,11.2,2%,56 : 44
1052,1001–1200,Federal University of Rio de JaneiroBrazil,45747,11.4,1%,55 : 45
1053,1001–1200,Universidade Federal de Santa CatarinaBrazil,38751,16.1,2%,49 : 51
1054,1001–1200,Federal University of Technology AkureNigeria,19593,21.1,0%,28 : 72
1055,1001–1200,Ferdowsi University of MashhadIran,25269,30.9,9%,54 : 46
1056,1001–1200,Florida Institute of TechnologyUnited States,5091,14.9,25%,35 : 65
1057,1001–1200,University of Fortaleza (UNIFOR)Brazil,21115,18.5,0%,51 : 49
1058,1001–1200,Fu Jen Catholic UniversityTaiwan,18619,29.0,5%,58 : 42
1059,1001–1200,Fujian Agriculture and Forestry UniversityChina,29188,16.9,1%,54 : 46
1060,1001–1200,University of GhanaGhana,54256,32.4,1%,48 : 52
1061,1001–1200,Guangxi UniversityChina,39172,19.8,2%,46 : 54
1062,1001–1200,University of GujratPakistan,11975,23.5,0%,58 : 42
1063,1001–1200,Guru Jambheshwar University of Science and TechnologyIndia,6420,19.3,0%,44 : 56
1064,1001–1200,Hakim Sabzevari UniversityIran,7940,19.8,4%,53 : 47
1065,1001–1200,Hamamatsu University School of MedicineJapan,1204,4.6,2%,49 : 51
1066,1001–1200,Huaqiao UniversityChina,31351,17.2,18%,53 : 47
1067,1001–1200,Hyogo College of MedicineJapan,937,2.2,0%,30 : 70
1068,1001–1200,Ibn Tofaïl UniversityMorocco,51802,71.9,3%,49 : 51
1069,1001–1200,Ilia State UniversityGeorgia,16196,10.2,3%,63 : 37
1070,1001–1200,Ilmenau University of TechnologyGermany,5425,17.4,30%,28 : 72
1071,1001–1200,IMT Nord EuropeFrance,1484,16.1,21%,23 : 77
1072,1001–1200,"Indian Institute of Science Education and Research, PuneIndia",1512,10.4,0%,31 : 69
1073,1001–1200,Indian Institute of Science Education and Research KolkataIndia,1563,12.3,0%,28 : 72
1074,1001–1200,Indian Institute of Technology BhubaneswarIndia,2102,14.7,0%,16 : 84
1075,1001–1200,Indian Institute of Technology GuwahatiIndia,6353,13.8,1%,22 : 78
1076,1001–1200,Indian Institute of Technology (Indian School of Mines) DhanbadIndia,7002,20.7,1%,16 : 84
1077,1001–1200,Indian Institute of Technology MandiIndia,1587,11.6,1%,26 : 74
1078,1001–1200,University of IndonesiaIndonesiaExplore,41123,8.6,14%,68 : 32
1079,1001–1200,Inha UniversitySouth Korea,17103,21.0,8%,42 : 58
1080,1001–1200,Isfahan University of Medical SciencesIran,10102,10.2,2%,63 : 37
1081,1001–1200,Isfahan University of TechnologyIran,11323,23.5,1%,40 : 60
1082,1001–1200,Istanbul UniversityTurkey,59250,25.1,8%,53 : 47
1083,1001–1200,Istanbul University-CerrahpaşaTurkey,25638,21.7,3%,36 : 64
1084,1001–1200,Jadavpur UniversityIndia,14217,21.7,0%,30 : 70
1085,1001–1200,Jaume I UniversitySpain,11495,14.6,10%,58 : 42
1086,1001–1200,University of JeddahSaudi ArabiaExplore,26236,13.9,2%,67 : 33
1087,1001–1200,Jeonbuk National UniversitySouth KoreaExplore,20453,19.9,7%,46 : 54
1088,1001–1200,Jiangnan UniversityChina,29614,13.1,1%,
1089,1001–1200,Jiangsu Normal UniversityChina,23978,14.3,2%,
1090,1001–1200,Jiangxi University of Finance and EconomicsChina,24395,18.5,2%,55 : 45
1091,1001–1200,The Jikei University School of MedicineJapan,1093,0.9,0%,44 : 56
1092,1001–1200,Kanazawa UniversityJapan,9886,9.4,7%,39 : 61
1093,1001–1200,Kaohsiung Medical UniversityTaiwan,6490,11.8,6%,59 : 41
1094,1001–1200,Kharkiv National University of Radio ElectronicsUkraineExplore,7704,9.9,10%,26 : 74
1095,1001–1200,K.N. Toosi University of TechnologyIran,8403,26.6,2%,34 : 66
1096,1001–1200,Kumamoto UniversityJapan,9536,10.0,6%,38 : 62
1097,1001–1200,Kwame Nkrumah University of Science and TechnologyGhana,87443,78.1,1%,43 : 57
1098,1001–1200,Kyoto Prefectural University of MedicineJapan,1371,3.4,1%,46 : 54
1099,1001–1200,University of Las Palmas de Gran CanariaSpain,15612,16.9,8%,58 : 42
1100,1001–1200,Lebanese UniversityLebanon,46256,14.8,16%,70 : 30
1101,1001–1200,University of LeobenAustria,2604,4.6,17%,24 : 76
1102,1001–1200,University of LeónSpain,14828,15.3,5%,56 : 44
1103,1001–1200,Lorestan UniversityIran,9059,23.6,1%,57 : 43
