,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
754,601-800,University of Science and Technology BeijingChina,24136,15.8,4%,35 : 65
755,601-800,University of SevilleSpain,62090,17.0,6%,54 : 46
756,601-800,Shantou UniversityChina,9805,13.8,0%,49 : 51
757,601-800,Shinshu UniversityJapan,11026,10.4,2%,32 : 68
758,601-800,Shiraz UniversityIran,13686,21.5,1%,52 : 48
759,601-800,Sichuan UniversityChinaExplore,61533,14.1,4%,49 : 51
760,601-800,Sohag UniversityEgypt,36460,24.4,0%,76 : 24
761,601-800,South China University of TechnologyChina,41868,17.0,3%,34 : 66
762,601-800,University of Southern QueenslandAustralia,14388,27.9,20%,55 : 45
763,601-800,Sri Venkateswara UniversityIndia,6880,15.5,0%,25 : 75
764,601-800,Suez Canal UniversityEgypt,34490,12.3,2%,61 : 39
765,601-800,Sultan Qaboos UniversityOman,7634,8.5,3%,50 : 50
766,601-800,Suranaree University of TechnologyThailand,10548,26.8,1%,53 : 47
767,601-800,University of SzegedHungary,21420,13.1,11%,58 : 42
768,601-800,Universidade Estadual Paulista (Unesp)Brazil,53884,14.1,2%,51 : 49
769,601-800,TOBB University of Economics and TechnologyTurkey,4506,17.6,1%,42 : 58
770,601-800,Taipei Medical UniversityTaiwanExplore,6102,10.4,6%,57 : 43
771,601-800,Tallinn University of TechnologyEstonia,13050,24.5,6%,45 : 55
772,601-800,Tata Institute of Fundamental ResearchIndia,579,2.2,1%,33 : 67
773,601-800,Technical University of MadridSpain,40523,13.3,12%,32 : 68
774,601-800,Teesside UniversityUnited Kingdom,11376,18.5,11%,57 : 43
775,601-800,University of TehranIran,54000,27.0,1%,45 : 55
776,601-800,Tehran University of Medical SciencesIran,13388,8.1,2%,60 : 40
777,601-800,Universiti Teknologi MalaysiaMalaysia,21992,11.9,19%,49 : 51
778,601-800,Texas Tech UniversityUnited States,30145,20.2,7%,45 : 55
779,601-800,University of Texas at El PasoUnited States,16389,24.3,7%,53 : 47
780,601-800,Tezpur UniversityIndia,3300,13.6,0%,42 : 58
781,601-800,Tokushima UniversityJapan,7550,9.0,3%,34 : 66
782,601-800,Tokyo University of Agriculture and TechnologyJapan,5802,14.8,5%,27 : 73
783,601-800,Tokyo University of ScienceJapanExplore,19911,25.2,1%,20 : 80
784,601-800,Toyohashi University of Technology (TUT)Japan,2331,9.9,8%,10 : 90
785,601-800,Universiti Teknologi PetronasMalaysia,5466,14.1,27%,36 : 64
786,601-800,University of VigoSpain,20834,17.2,4%,50 : 50
787,601-800,Vilnius UniversityLithuania,18442,11.9,4%,64 : 36
788,601-800,Waseda UniversityJapan,51809,16.6,8%,35 : 65
789,601-800,University of the West of EnglandUnited Kingdom,20754,19.3,17%,53 : 47
790,601-800,University of the West of ScotlandUnited Kingdom,11593,20.7,11%,60 : 40
791,601-800,West University of TimişoaraRomania,13555,18.3,4%,65 : 35
792,601-800,University of the Western CapeSouth Africa,20182,33.2,8%,60 : 40
793,601-800,University of WestminsterUnited Kingdom,16568,20.1,45%,58 : 42
794,601-800,University of WindsorCanada,15453,18.7,16%,52 : 48
795,601-800,Yamagata UniversityJapan,8866,8.3,2%,34 : 66
796,601-800,University of YamanashiJapan,4842,6.9,4%,30 : 70
797,601-800,Yeungnam UniversitySouth Korea,22658,16.2,3%,49 : 51
798,601-800,Yokohama City UniversityJapan,4851,5.0,2%,55 : 45
799,601-800,Yuan Ze UniversityTaiwan,8814,20.9,5%,42 : 58
800,601-800,École Centrale de LyonFrance,1872,17.7,23%,26 : 74
801,601-800,Izmir Institute of TechnologyTurkey,4201,19.0,4%,45 : 55
802,801+,Acharya Nagarjuna UniversityIndia,5605,17.4,3%,27 : 73
803,801+,"Adam Mickiewicz University, PoznańPoland",39291,15.0,2%,71 : 29
804,801+,"University of Agriculture, FaisalabadPakistan",15122,29.0,0%,36 : 64
805,801+,Ain Shams UniversityEgypt,133048,12.5,2%,59 : 41
806,801+,Alexandria UniversityEgypt,154366,26.9,3%,47 : 53
807,801+,Alexandru Ioan Cuza UniversityRomania,23707,29.7,3%,59 : 41
808,801+,Amity UniversityIndia,25391,15.0,3%,38 : 62
809,801+,Amrita Vishwa VidyapeethamIndia,18938,11.9,9%,
810,801+,Anadolu UniversityTurkey,1414640,594.4,0%,44 : 56
811,801+,"University of the Andes, VenezuelaVenezuela",54595,23.2,0%,60 : 40
812,801+,Andhra UniversityIndia,10882,21.0,4%,55 : 45
813,801+,Ankara UniversityTurkey,59554,16.4,4%,53 : 47
814,801+,Universidad Autónoma de Nuevo León (UANL)Mexico,104912,28.9,0%,
815,801+,Benemérita Universidad Autónoma de PueblaMexico,64029,14.3,0%,52 : 48
816,801+,Universidad Autónoma del Estado de Mexico (UAEMex)Mexico,52482,22.8,0%,56 : 44
817,801+,Bahauddin Zakariya UniversityPakistan,21433,30.2,0%,47 : 53
818,801+,Bandung Institute of Technology (ITB)Indonesia,19757,13.9,1%,41 : 59
819,801+,Belarusian State UniversityBelarus,28822,10.0,6%,69 : 31
820,801+,University of BelgradeSerbia,99335,25.4,4%,60 : 40
821,801+,University of BucharestRomania,31305,23.5,2%,70 : 30
822,801+,Cairo UniversityEgypt,256470,46.3,2%,48 : 52
823,801+,Central South UniversityChinaExplore,55100,17.0,1%,40 : 60
824,801+,University of Cergy-PontoiseFrance,17165,9.3,14%,57 : 43
825,801+,Chiba Institute of TechnologyJapan,9644,34.0,1%,10 : 90
826,801+,China University of Mining and TechnologyChina,43024,19.0,1%,26 : 74
827,801+,Chongqing UniversityChinaExplore,46461,16.5,3%,
828,801+,Chungnam National UniversitySouth Korea,22433,21.9,3%,34 : 66
829,801+,Chuo UniversityJapan,26908,38.8,3%,34 : 66
830,801+,Cochin University of Science and TechnologyIndia,7615,32.1,0%,35 : 65
831,801+,University of ColomboSri Lanka,16296,22.4,1%,40 : 60
832,801+,University of Costa RicaCosta Rica,30067,10.1,%,52 : 48
833,801+,Czech University of Life Sciences Prague (CZU)Czech Republic,18149,22.0,16%,55 : 45
834,801+,University of DebrecenHungaryExplore,28812,19.7,13%,57 : 43
835,801+,Doshisha UniversityJapan,28899,23.0,3%,38 : 62
836,801+,University of Electronic Science and Technology of ChinaChinaExplore,34483,16.1,1%,23 : 77
837,801+,Embry-Riddle Aeronautical UniversityUnited States,15259,10.2,10%,16 : 84
838,801+,Erciyes UniversityTurkey,31185,24.2,3%,46 : 54
839,801+,Universidade Federal da BahiaBrazil,35173,14.2,1%,47 : 53
840,801+,Universidade Federal do Ceará (UFC)Brazil,34836,17.8,1%,48 : 52
841,801+,Federal University of GoiásBrazil,29785,5.2,0%,46 : 54
842,801+,Federal University of PernambucoBrazil,31512,12.3,1%,51 : 49
843,801+,Federal University of Rio Grande do Norte (UFRN)Brazil,40110,18.7,1%,48 : 52
844,801+,Federal University of Santa MariaBrazil,24695,13.0,0%,
845,801+,Federal University of São CarlosBrazil,16556,14.3,2%,
846,801+,Federal University of ViçosaBrazil,16819,13.9,2%,51 : 49
847,801+,Federal University of LavrasBrazil,11894,20.8,1%,52 : 48
848,801+,Ferdowsi University of MashhadIran,23187,29.4,4%,57 : 43
849,801+,Fluminense Federal UniversityBrazil,43821,13.0,0%,55 : 45
850,801+,Fu Jen Catholic UniversityTaiwan,27427,25.2,5%,58 : 42
851,801+,Gazi UniversityTurkey,76768,25.0,3%,49 : 51
852,801+,Gdańsk University of TechnologyPoland,25491,20.9,1%,39 : 61
853,801+,Gifu UniversityJapan,7280,10.0,4%,34 : 66
854,801+,University of GuadalajaraMexicoExplore,109375,51.0,1%,51 : 49
855,801+,Gunma UniversityJapan,6393,9.6,3%,36 : 64
856,801+,Hallym UniversitySouth Korea,9497,11.1,2%,
857,801+,The Hashemite UniversityJordanExplore,29803,32.8,1%,61 : 39
858,801+,Hosei UniversityJapan,29171,38.7,1%,34 : 66
859,801+,I-Shou UniversityTaiwan,16583,30.5,11%,45 : 55
860,801+,University of IbadanNigeria,26753,17.3,1%,45 : 55
861,801+,University of IndonesiaIndonesiaExplore,46775,21.3,0%,57 : 43
862,801+,Islamic Azad University KarajIran,30000,52.4,1%,53 : 47
863,801+,Ivane Javakhishvili Tbilisi State UniversityGeorgiaExplore,21675,28.6,2%,62 : 38
864,801+,Iwate UniversityJapan,5719,14.4,3%,37 : 63
865,801+,Jiangsu UniversityChina,32664,7.2,3%,41 : 59
866,801+,Jinan UniversityChinaExplore,45094,19.7,26%,58 : 42
867,801+,The University of JordanJordan,26532,12.5,17%,65 : 35
868,801+,Kansai UniversityJapan,30178,10.9,3%,39 : 61
869,801+,University of KarachiPakistan,22990,19.6,0%,57 : 43
870,801+,Kasetsart UniversityThailand,67148,23.0,1%,60 : 40
871,801+,Kaunas University of TechnologyLithuania,9873,12.7,4%,40 : 60
872,801+,Khon Kaen UniversityThailand,37320,15.6,1%,63 : 37
873,801+,King Mongkut’s Institute of Technology LadkrabangThailand,24642,25.3,0%,51 : 49
874,801+,Kwansei Gakuin UniversityJapan,24107,15.6,4%,47 : 53
875,801+,Kyushu Institute of Technology (Kyutech)Japan,5872,16.1,4%,12 : 88
876,801+,University of LahorePakistan,23831,19.0,2%,32 : 68
877,801+,University of LatviaLatvia,12480,31.0,6%,
878,801+,Lobachevsky State University of Nizhni NovgorodRussian Federation,18662,8.8,5%,53 : 47
879,801+,London South Bank UniversityUnited Kingdom,12482,17.2,34%,54 : 46
880,801+,Londrina State UniversityBrazil,20546,12.1,1%,57 : 43
881,801+,Lviv Polytechnic National UniversityUkraine,28037,13.5,1%,
882,801+,Maharaja Sayajirao University of BarodaIndia,37783,54.8,0%,52 : 48
883,801+,Manipal Academy of Higher EducationIndia,24022,9.8,10%,45 : 55
884,801+,Mansoura UniversityEgypt,113021,18.0,3%,54 : 46
885,801+,Marmara UniversityTurkey,66212,32.6,4%,50 : 50
886,801+,University of Marrakech Cadi AyyadMorocco,64260,44.1,1%,44 : 56
887,801+,Meiji UniversityJapan,32433,29.6,4%,31 : 69
888,801+,Ming Chuan UniversityTaiwan,18809,24.5,10%,60 : 40
889,801+,Mohammed V University of RabatMorocco,75403,35.8,3%,48 : 52
890,801+,University of MonastirTunisia,24724,13.8,1%,66 : 34
891,801+,Tokyo City UniversityJapan,8150,15.9,1%,21 : 79
892,801+,Nagaoka University of TechnologyJapan,2297,9.8,11%,10 : 90
893,801+,University of NairobiKenya,74654,42.2,1%,40 : 60
894,801+,Nanjing Tech UniversityChinaExplore,28861,18.3,1%,
895,801+,National Chengchi UniversityTaiwan,15922,17.4,12%,58 : 42
896,801+,National Research University of Electronic Technology (MIET)Russian Federation,4460,10.5,2%,28 : 72
897,801+,National Research Saratov State UniversityRussian Federation,11663,12.9,6%,63 : 37
898,801+,National University of Science and Technology (MISiS)Russian Federation,8326,9.2,17%,38 : 62
899,801+,National University of the SouthArgentina,19086,6.8,1%,58 : 42
900,801+,National Taipei University of TechnologyTaiwanExplore,10409,17.0,5%,26 : 74
901,801+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraine,22328,8.8,2%,32 : 68
902,801+,Nicolaus Copernicus University in ToruńPoland,22551,11.2,1%,69 : 31
903,801+,Novosibirsk State Technical UniversityRussian Federation,11358,12.6,17%,54 : 46
904,801+,Ocean University of ChinaChina,35373,19.8,1%,
905,801+,Oita UniversityJapan,5834,7.1,2%,38 : 62
906,801+,Osaka Prefecture UniversityJapan,7931,7.4,3%,35 : 65
907,801+,Osmania UniversityIndia,11921,12.2,4%,34 : 66
908,801+,Universidade Federal de Ouro Preto (UFOP)Brazil,15948,17.5,0%,50 : 50
909,801+,University of PardubiceCzech Republic,10508,19.4,4%,55 : 45
910,801+,RUDN UniversityRussian Federation,14773,8.8,34%,51 : 49
911,801+,University of the PhilippinesPhilippines,48501,11.1,1%,59 : 41
912,801+,Pontifícia Universidade Católica do ParanáBrazil,24682,22.3,1%,53 : 47
913,801+,Pontifical Catholic University of ValparaísoChile,15241,25.0,1%,44 : 56
914,801+,Prince of Songkla UniversityThailand,41043,17.2,1%,71 : 29
915,801+,Riga Technical UniversityLatvia,11790,27.3,7%,39 : 61
916,801+,Universidade do Estado do Rio de Janeiro (UERJ)Brazil,24276,11.6,0%,55 : 45
917,801+,Ritsumeikan UniversityJapan,34867,23.8,4%,36 : 64
918,801+,Robert Gordon UniversityUnited Kingdom,9628,19.1,23%,60 : 40
919,801+,SASTRA UniversityIndia,13649,18.5,0%,48 : 52
920,801+,SRM Institute of Science and TechnologyIndia,42345,15.6,2%,23 : 77
921,801+,Saitama UniversityJapan,7459,11.7,2%,33 : 67
922,801+,Saitama Medical UniversityJapan,1888,1.5,1%,53 : 47
923,801+,Samara State Aerospace UniversityRussian Federation,6833,10.2,4%,
924,801+,"University of Santiago, Chile (USACH)Chile",22720,20.7,1%,40 : 60
925,801+,Sathyabama Institute of Science and TechnologyIndiaExplore,15918,20.1,1%,45 : 55
926,801+,Sechenov UniversityRussian Federation,16774,9.0,11%,56 : 44
927,801+,University of SeoulSouth Korea,10498,18.6,3%,36 : 64
928,801+,Shaanxi Normal UniversityChina,25799,16.3,1%,73 : 27
929,801+,Shahid Beheshti UniversityIran,18607,24.6,1%,52 : 48
930,801+,Shanghai UniversityChina,48397,18.6,1%,45 : 55
931,801+,Sheffield Hallam UniversityUnited Kingdom,25506,17.1,16%,54 : 46
932,801+,Shibaura Institute of TechnologyJapan,9357,17.4,2%,13 : 87
933,801+,Shimane UniversityJapan,5974,9.3,2%,38 : 62
934,801+,Shizuoka UniversityJapan,10083,14.4,3%,29 : 71
935,801+,Showa UniversityJapan,3728,2.5,0%,58 : 42
936,801+,Siberian Federal UniversityRussian Federation,26156,11.0,1%,46 : 54
937,801+,Sidi Mohamed Ben Abdellah UniversityMorocco,82019,59.2,1%,43 : 57
938,801+,University of Silesia in KatowicePoland,26470,14.0,2%,68 : 32
939,801+,Simón Bolívar UniversityVenezuela,12545,15.0,0%,45 : 55
940,801+,Slovak University of Technology in BratislavaSlovakia,16402,15.2,2%,30 : 70
941,801+,Sofia UniversityBulgaria,23158,13.7,4%,51 : 49
942,801+,Sophia UniversityJapanExplore,13468,25.2,9%,55 : 45
943,801+,University of South AfricaSouth Africa,187043,97.4,9%,65 : 35
944,801+,South Valley UniversityEgypt,42020,53.7,1%,62 : 38
945,801+,Southern Federal UniversityRussian Federation,22455,7.7,6%,79 : 21
946,801+,University of Southern MississippiUnited States,14143,17.8,3%,63 : 37
947,801+,Southwest Jiaotong UniversityChinaExplore,40075,15.1,2%,27 : 73
948,801+,Universidade Estadual de MaringáBrazil,23532,14.9,1%,59 : 41
949,801+,University of TalcaChile,10436,25.1,1%,50 : 50
950,801+,Tamkang UniversityTaiwan,27612,26.5,6%,48 : 52
951,801+,Taras Shevchenko National University of KyivUkraine,20759,8.2,3%,60 : 40
952,801+,Technical University of LiberecCzech Republic,6599,13.5,7%,65 : 35
953,801+,Universiti Teknologi MARAMalaysia,59795,15.3,0%,65 : 35
954,801+,University of Abou Bekr Belkaïd TlemcenAlgeria,43008,25.1,1%,67 : 33
955,801+,Tokai UniversityJapan,29959,12.9,1%,27 : 73
956,801+,Tokyo Denki UniversityJapan,9652,26.8,2%,10 : 90
957,801+,Tokyo University of Marine Science and TechnologyJapan,2678,11.4,6%,33 : 67
958,801+,Tomas Bata University in ZlínCzech Republic,10223,23.3,8%,
959,801+,Tottori UniversityJapan,6185,8.2,2%,35 : 65
960,801+,University of ToyamaJapan,9308,11.3,3%,39 : 61
961,801+,University of Tunis El ManarTunisia,37781,21.1,1%,65 : 35
962,801+,Ural Federal UniversityRussian Federation,28089,10.0,4%,47 : 53
963,801+,Universiti Utara MalaysiaMalaysia,12538,12.1,18%,73 : 27
964,801+,Utsunomiya UniversityJapan,5024,14.6,5%,36 : 64
965,801+,V.N. Karazin Kharkiv National UniversityUkraine,15778,10.4,25%,54 : 46
966,801+,VIT UniversityIndia,29572,20.0,2%,25 : 75
967,801+,Voronezh State UniversityRussian Federation,14011,10.1,9%,53 : 47
968,801+,VSB - Technical University of OstravaCzech RepublicExplore,20191,25.2,7%,
969,801+,University of West BohemiaCzech Republic,14067,19.7,3%,52 : 48
970,801+,Wuhan University of TechnologyChina,50753,14.9,3%,30 : 70
971,801+,Xiangtan UniversityChinaExplore,28407,19.7,1%,51 : 49
972,801+,Xidian UniversityChina,32064,16.8,2%,29 : 71
973,801+,Yamaguchi UniversityJapan,10573,11.0,3%,35 : 65
974,801+,Yazd UniversityIran,12500,32.1,0%,61 : 39
975,801+,Yokohama National UniversityJapan,10124,13.0,7%,28 : 72
976,801+,Universidad Autónoma de YucatánMexico,15271,11.3,0%,51 : 49
977,801+,Yıldız Technical UniversityTurkeyExplore,34417,28.3,4%,37 : 63
978,801+,University of ZagrebCroatia,67332,18.4,1%,58 : 42
979,801+,University of ZanjanIran,9444,24.0,0%,55 : 45
980,801+,University of ŁódźPoland,36400,16.4,2%,66 : 34
